state	county	wheat1_a	wheat1_y	wheat2_a	wheat2_y	oats_a	oats_y	rice_a	rice_y	corn_a	corn_y	cotton_a	cotton_y	scane_a	scane_y
31	1750	941	8773	47	238	3357	20265	0	0	3481	23543	0	0	0	0
31	1770	1417	14997	25	92	1423	12370	0	0	13353	102021	0	0	0	0
31	1790	5868	80742	128	968	2106	17710	0	0	9635	113285	0	0	0	0
31	1810	11999	117197	124	525	2061	9709	0	0	2470	16987	0	0	0	0
31	1830	2053	31544	226	1546	9412	72994	0	0	61680	1324323	0	0	0	0
31	1850	382	4249	0	0	4698	23365	0	0	6794	30640	0	0	0	0
31	1870	175	1876	334	3238	131638	1836587	0	0	129057	4165149	0	0	0	0
31	1890	24	185	173	2278	58481	1309624	0	0	54452	1820972	0	0	0	0
31	1910	385	2332	725	6289	63895	708561	0	0	61556	2318913	0	0	0	0
31	1930	6480	24150	185	782	32250	298876	0	0	142601	2344689	0	0	0	0
31	1950	404	3836	264	3004	53538	863946	0	0	42314	1455852	0	0	0	0
31	1970	79	660	188	1324	94913	1185645	0	0	108472	3725899	0	0	0	0
31	0	269000	3386352	24386	182325	4434753	58126863	0	0	5981258	168405545	0	0	0	0
		0	0	0	0	0	0	0	0	0	0	0	0	0	0
															
32	10	18462	259809	88	770	20839	351716	0	0	8504	53788	0	0	0	0
32	30	14318	229570	58	510	22069	386844	0	0	4003	30750	0	0	0	0
32	50	38197	479038	7	25	6179	48380	0	0	1609	17458	0	0	0	0
32	70	121234	986780	0	0	2287	25989	0	0	747	3475	0	0	0	0
32	90	268189	2876920	1695	8502	2650	24320	0	0	122	290	0	0	0	0
32	110	18808	253985	198	1631	23334	384659	0	0	8850	51824	0	0	0	0
32	130	46226	883237	74	982	22028	362766	0	0	1529	5902	0	0	0	0
32	150	50101	887872	142	917	50210	937577	0	0	1825	10478	0	0	0	0
32	170	10070	202941	100	1240	4811	81172	0	0	380	2708	183	26	0	0
32	190	10365	163225	168	1432	12390	235052	0	0	2768	12876	0	0	0	0
32	210	52054	768453	215	3228	28909	401320	0	0	1557	4364	0	0	0	0
32	230	75724	755982	2418	10421	722	3459	0	0	7433	19788	0	0	0	0
32	250	78973	433738	0	0	0	0	0	0	0	0	0	0	0	0
32	270	78764	496076	230	804	8661	62134	0	0	379	2915	0	0	0	0
32	290	109148	821703	576	2911	8750	65664	0	0	409	2156	0	0	0	0
32	310	24028	466224	20	156	25177	461283	0	0	7079	53209	0	0	0	0
32	330	87639	451833	950	4195	202	1146	0	0	0	0	0	0	0	0
32	350	59837	1092585	55	1050	30957	665056	0	0	2241	9779	0	0	0	0
32	370	39363	605158	145	992	33074	491374	0	0	2821	11926	0	0	0	0
32	390	54326	209592	120	409	187	1441	0	0	1264	8704	0	0	0	0
32	410	149583	2121846	202	1407	27639	445869	0	0	36	139	0	0	0	0
32	430	17724	273064	114	926	6235	70989	0	0	13388	83822	0	0	0	0
32	450	26194	519224	109	834	12956	238320	0	0	3618	15668	0	0	0	0
32	470	137258	1058159	0	0	557	4380	0	0	51	540	0	0	0	0
32	490	8386	131251	95	523	14330	259879	0	0	4044	15242	0	0	0	0
32	510	165059	691118	181	842	137	923	0	0	676	3510	0	0	0	0
32	530	133879	1607921	125	800	1781	14388	0	0	711	1757	0	0	0	0
32	550	65563	256826	781	3752	116	2320	0	0	181	1726	0	0	0	0
32	570	196426	914222	810	3350	310	1842	0	0	0	0	0	0	0	0
32	590	14889	249432	79	924	21087	383203	0	0	3007	14400	0	0	0	0
32	610	20367	360790	38	132	4272	72002	0	0	152	1480	0	0	0	0
32	630	87586	552760	261	715	10	40	0	0	108	590	0	0	0	0
32	650	8312	24100	40	60	0	0	0	0	15	42	0	0	0	0
32	670	85819	536063	300	120	0	0	0	0	4899	15688	0	0	0	0
32	690	88120	323136	116	350	0	0	0	0	0	0	0	0	0	0
32	710	29106	143084	25	60	0	0	0	0	115	400	0	0	0	0
32	730	8811	144735	34	270	13106	224399	0	0	1682	10156	0	0	0	0
32	750	48235	230718	0	0	0	0	0	0	211	814	0	0	0	0
32	770	179710	2448251	133	785	14888	234663	0	0	192	604	0	0	0	0
32	790	107958	2036557	34	690	30510	562580	0	0	392	2329	0	0	0	0
32	810	55579	270341	0	0	0	0	0	0	0	0	0	0	0	0
32	830	112417	436293	0	0	983	5605	0	0	0	0	0	0	0	0
32	850	25127	204604	592	3734	4392	29091	0	0	276	627	0	0	0	0
32	870	23602	367063	305	2934	9950	138497	0	0	1347	10178	0	0	0	0
32	890	65417	320579	484	2136	1126	5513	0	0	0	0	0	0	0	0
32	910	20826	377492	170	2128	22577	450326	0	0	1354	5980	0	0	0	0
32	930	31275	108996	130	570	26	178	0	0	1426	2840	0	0	0	0
32	950	189171	2653618	320	2200	10225	156120	0	0	1198	5218	0	0	0	0
32	970	101030	529949	0	0	28	322	0	0	54	100	0	0	0	0
32	990	52847	735291	708	9243	52610	910787	0	0	4302	11805	0	0	0	0
32	1010	98866	630492	770	5465	92	1841	0	0	0	0	0	0	0	0
32	1030	27240	428650	113	938	8678	124764	0	0	4629	23157	0	0	0	0
32	1050	95690	490192	113	288	1085	9231	0	0	15	62	0	0	0	0
32	1070	21744	327915	37	460	15450	225062	0	0	7640	56668	0	0	0	0
32	1090	38828	228308	330	1600	0	0	0	0	0	0	0	0	0	0
32	1110	20568	401362	100	1046	13742	226846	0	0	1036	3912	0	0	0	0
32	1130	207157	3403914	476	4238	24710	426318	0	0	136	852	0	0	0	0
32	1150	125050	1858857	380	3666	58456	933490	0	0	0	0	0	0	0	0
32	1170	61961	700244	429	3910	13745	102107	0	0	1048	2866	0	0	0	0
32	1190	104221	599283	214	990	19	108	0	0	68	210	0	0	0	0
32	1210	17950	325012	86	1008	25368	437761	0	0	2647	20068	0	0	0	0
32	1230	118700	592305	372	2100	213	1189	0	0	110	600	0	0	0	0
32	1250	39949	554480	127	1332	38030	637266	0	0	9684	49259	1866	253	0	0
32	1270	23117	366051	90	670	11539	168332	0	0	509	2803	0	0	0	0
32	1290	57979	261025	0	0	30	300	0	0	373	750	0	0	0	0
32	1310	22567	310829	299	3387	11308	138321	0	0	859	2275	0	0	0	0
32	1330	36144	511095	107	1099	29966	468898	0	0	9788	59611	0	0	0	0
32	1350	160455	819195	140	295	226	854	0	0	0	0	0	0	0	0
32	1370	31509	102533	363	1615	53	65	0	0	506	3907	0	0	0	0
32	1390	13966	201201	103	1020	15270	285398	0	0	3618	19330	0	0	0	0
32	1410	59785	159560	200	1035	166	331	0	0	4	24	0	0	0	0
32	1430	117766	942334	223	1240	1891	14537	0	0	56	110	0	0	0	0
32	1450	240475	2074487	354	1240	1325	10831	0	0	18	330	0	0	0	0
32	1470	43086	147922	103	496	135	438	0	0	394	1333	0	0	0	0
32	1490	19489	271617	381	3586	5913	69539	0	0	48	76	0	0	0	0
32	1510	196837	1714551	377	2867	842	7513	0	0	90	145	0	0	0	0
32	1530	124332	1157355	2614	19037	411	2408	0	0	4018	15717	0	0	0	0
32	1550	306074	4850420	301	2826	15962	300190	0	0	1065	2448	0	0	0	0
32	1570	61545	613803	241	2440	14795	135722	0	0	114	970	0	0	0	0
32	1590	165821	2534957	215	1950	5097	77184	0	0	200	407	0	0	0	0
32	1610	24465	332081	46	470	7243	74544	0	0	85	405	0	0	0	0
32	1630	66428	221041	290	810	20	115	0	0	0	0	0	0	0	0
32	1650	201128	1315307	0	0	831	5656	0	0	22	130	0	0	0	0
32	1670	110238	594227	0	0	35	290	0	0	2	6	0	0	0	0
32	1690	142867	1522581	312	1776	2849	36027	0	0	45	147	0	0	0	0
32	1710	82032	512152	10	20	241	1151	0	0	208	930	0	0	0	0
32	1730	191181	3978981	277	2426	45428	985333	0	0	4163	14806	0	0	0	0
32	1750	57358	328963	295	1070	0	0	0	0	260	1150	0	0	0	0
32	1770	15774	222060	153	770	5711	101940	0	0	468	3105	0	0	0	0
32	1790	51540	232428	130	114	58	280	0	0	21	70	0	0	0	0
32	1810	59838	349760	2504	13609	398	1493	0	0	2551	5891	0	0	0	0
32	1830	43231	140999	659	2141	235	755	0	0	87	391	0	0	0	0
32	1850	207768	2492739	84	781	778	8378	0	0	155	633	0	0	0	0
32	1870	96862	495873	925	1916	6	30	0	0	5	25	0	0	0	0
32	1890	82649	593503	0	0	52	390	0	0	356	2317	0	0	0	0
32	1910	273452	4572879	123	1590	51595	1024012	0	0	4063	18360	0	0	0	0
32	1930	129923	784920	783	2700	77	327	0	0	133	1145	0	0	0	0
32	1950	105992	455090	0	0	0	0	0	0	30	50	0	0	0	0
32	1970	17002	269049	150	655	6501	87672	0	0	845	1014	0	0	0	0
32	1990	12947	99831	0	0	0	0	0	0	718	2080	0	0	0	0
32	2010	61006	581709	582	3721	20326	168246	0	0	1021	5189	0	0	0	0
32	2030	45392	193406	581	1301	80	262	0	0	113	245	0	0	0	0
32	2050	25531	381017	81	1009	25260	402570	0	0	8775	40315	0	0	0	0
32	2070	14384	208937	104	706	13459	188223	0	0	1989	12968	0	0	0	0
32	2090	2488	42724	0	0	802	11999	0	0	752	5048	0	0	0	0
32	0	8292449	82454410	31192	189089	1049789	17110125	0	0	172495	892355	2049	279	0	0
		0	0	0	0	0	0	0	0	0	0	0	0	0	0
															
33	10	126	1001	135	1664	7392	223164	0	0	740	15794	0	0	0	0
33	30	53	268	544	3144	4509	55675	0	0	8814	70632	0	0	0	0
33	50	638	7269	17518	211862	48782	1064078	0	0	503	6085	0	0	0	0
33	70	250	4184	957	16369	11766	405168	0	0	692	13626	0	0	0	0
33	90	135	793	2944	23665	23911	371802	0	0	4217	59595	0	0	0	0
33	110	229	263	7640	18008	3138	21607	0	0	79	570	0	0	0	0
33	130	12226	149932	7342	100738	65464	1475709	0	0	81189	2446946	0	0	0	0
33	150	3863	43397	14867	165867	56332	1303345	0	0	57329	1377150	0	0	0	0
33	170	22	234	209	2891	7403	231261	0	0	30	689	0	0	0	0
33	190	2621	24261	6023	61726	21203	420314	0	0	17195	297814	0	0	0	0
33	210	95	897	363	3122	10155	181227	0	0	2615	31666	0	0	0	0
33	230	41	83	8031	21556	12053	60917	0	0	8479	35134	0	0	0	0
33	250	42	377	2690	27932	17659	396462	0	0	3893	53461	0	0	0	0
33	270	473	4806	84483	1024267	75303	1607555	0	0	2619	30443	0	0	0	0
33	290	1213	20024	4368	79597	14811	449337	0	0	180	6074	0	0	0	0
33	310	0	0	5	64	50	1430	0	0	0	0	0	0	0	0
33	330	172	1015	3005	21652	54908	891022	0	0	61541	1287499	0	0	0	0
33	350	15	173	349	2912	10335	201813	0	0	4442	68087	0	0	0	0
33	370	1235	8602	7760	66696	28182	291126	0	0	26283	637388	0	0	0	0
33	390	280	1904	2305	20809	31090	359826	0	0	26394	787931	0	0	0	0
33	410	231	1165	19772	126547	31761	375473	0	0	1997	15873	0	0	0	0
33	430	1982	21449	3412	41807	85733	1995766	0	0	84718	2856400	0	0	0	0
33	450	1868	13405	2533	22123	55379	581447	0	0	43625	1454797	0	0	0	0
33	470	850	9273	4031	54913	46058	863108	0	0	54127	1620083	0	0	0	0
33	490	1037	8190	6330	63066	45801	778065	0	0	27226	660137	0	0	0	0
33	510	273	1339	17236	97519	40259	533244	0	0	6552	68884	0	0	0	0
33	530	196	827	3868	28486	8965	129217	0	0	6078	77668	0	0	0	0
33	550	548	5450	868	10421	22180	368303	0	0	26534	1153287	0	0	0	0
33	570	86	758	1380	10228	15566	256830	0	0	1570	20521	0	0	0	0
33	590	58	487	2771	25717	14957	274738	0	0	3233	33404	0	0	0	0
33	610	111	1748	378	6459	6581	228499	0	0	88	1710	0	0	0	0
33	630	688	9216	869	12160	78837	1999932	0	0	104458	3314571	0	0	0	0
33	650	22	183	344	3646	12810	304286	0	0	449	7268	0	0	0	0
33	670	177	563	7459	21117	25251	127533	0	0	2468	20155	0	0	0	0
33	690	479	7804	68637	1083228	45406	849787	0	0	42	625	0	0	0	0
33	710	171	4397	952	16770	6280	237616	0	0	24	678	0	0	0	0
33	730	159	357	16985	44096	7396	40866	0	0	4693	30400	0	0	0	0
33	750	1	12	81	1476	356	14298	0	0	1	45	0	0	0	0
33	770	295	6656	883	14170	4599	172274	0	0	47	1240	0	0	0	0
33	790	12849	151762	15516	195070	20705	489303	0	0	41039	824597	0	0	0	0
33	810	56	180	6610	20149	15601	93269	0	0	1262	8566	0	0	0	0
33	830	261	1391	11589	65992	62793	682264	0	0	24925	219012	0	0	0	0
33	850	778	5788	13515	123609	41682	691957	0	0	26413	308785	0	0	0	0
33	870	106	1525	9388	116812	19070	494906	0	0	216	2810	0	0	0	0
33	890	694	8087	60972	652172	67902	1407333	0	0	17	338	0	0	0	0
33	910	766	9233	675	8125	108144	2263761	0	0	104231	3145274	0	0	0	0
33	930	365	2896	15988	95355	35270	325463	0	0	17032	217897	0	0	0	0
33	950	9	146	599	4415	13345	309034	0	0	988	17442	0	0	0	0
33	970	123	875	11956	96055	43956	758985	0	0	9633	114506	0	0	0	0
33	990	467	2995	2335	20721	80748	821746	0	0	39900	1145215	0	0	0	0
33	1010	31	194	929	6912	54599	871813	0	0	65867	1217751	0	0	0	0
33	1030	5848	72335	9786	133397	34342	924306	0	0	42345	1085952	0	0	0	0
33	1050	80	1050	407	5143	96646	2477011	0	0	115123	3556798	0	0	0	0
33	1070	253	4003	60787	954172	93930	2740973	0	0	408	6184	0	0	0	0
33	1090	516	4112	3272	33971	38111	512414	0	0	33447	1040011	0	0	0	0
33	1110	909	6421	54229	459238	122083	2053697	0	0	7686	77294	0	0	0	0
33	1130	305	2806	8854	130656	34773	994083	0	0	11	235	0	0	0	0
33	1150	91	799	1048	12721	21349	572871	0	0	1582	24293	0	0	0	0
33	1170	10	30	370	2606	29131	294675	0	0	31522	377275	0	0	0	0
33	1190	1789	29200	150739	2412058	122922	3530192	0	0	450	7068	0	0	0	0
33	1210	113	136	6008	18532	9338	64603	0	0	1038	10370	0	0	0	0
33	1230	16	65	306	2201	1220	11578	0	0	364	3917	0	0	0	0
33	1250	225	3283	14112	234024	38964	1141263	0	0	215	4308	0	0	0	0
33	1270	838	7800	25436	238951	100498	1918995	0	0	92626	1689695	0	0	0	0
33	1290	956	9448	38426	294387	80182	1314954	0	0	38122	602561	0	0	0	0
33	1310	3592	27215	9604	96198	21936	377988	0	0	28474	731424	0	0	0	0
33	1330	257	2793	145	1341	63665	1167946	0	0	79584	2220834	0	0	0	0
33	1350	609	11304	7792	110837	31967	804701	0	0	62	620	0	0	0	0
33	1370	209	3340	799	13358	11713	412456	0	0	23	535	0	0	0	0
33	1390	6289	71342	8309	107557	17894	416243	0	0	19579	512576	0	0	0	0
33	1410	35	124	2309	11342	7018	60691	0	0	3494	20786	0	0	0	0
33	1430	5248	53416	15969	186300	53278	1243531	0	0	49809	955742	0	0	0	0
33	1450	471	1467	22548	119400	53556	437141	0	0	20663	174143	0	0	0	0
33	1470	1525	15227	3219	38837	26767	468487	0	0	34511	1073969	0	0	0	0
33	1490	184	547	9516	24536	14606	92886	0	0	3734	25487	0	0	0	0
33	1510	66	138	4278	9766	5998	25192	0	0	1433	8794	0	0	0	0
33	1530	219	2189	9522	80242	52869	995552	0	0	7693	75334	0	0	0	0
33	1550	652	2485	17553	57783	15826	108531	0	0	1810	10336	0	0	0	0
33	1570	545	4013	2830	30535	30628	561878	0	0	18147	462886	0	0	0	0
33	1590	42	312	1294	10881	18553	287500	0	0	2374	32331	0	0	0	0
33	1610	4786	44611	5552	53959	29098	402423	0	0	32494	687581	0	0	0	0
33	1630	138	633	3553	29411	15933	169069	0	0	8627	174405	0	0	0	0
33	1650	1951	21949	1137	10970	53439	1181202	0	0	52865	1411901	0	0	0	0
33	1670	331	1711	36840	256007	26998	343274	0	0	5106	31987	0	0	0	0
33	1690	875	8920	2877	34680	35213	702534	0	0	24710	938603	0	0	0	0
33	1710	746	4447	13752	103368	23346	294548	0	0	16527	192903	0	0	0	0
33	1730	647	2355	32063	128882	38030	287768	0	0	6562	42707	0	0	0	0
33	0	90832	969860	1065640	11412124	3094256	58747110	0	0	1789907	44058368	0	0	0	0
		0	0	0	0	0	0	0	0	0	0	0	0	0	0
															
34	10	553	5595	0	0	798	7688	0	0	26717	96768	0	0	0	0
34	30	8883	145397	79	765	7720	108630	0	0	25054	100670	0	0	0	0
34	50	12243	206616	30	128	7775	87518	0	0	55262	197251	0	0	0	0
34	70	5610	43752	50	270	7495	39428	0	0	2812	8036	0	0	0	0
34	90	17424	178036	0	0	3846	54311	0	0	3632	12078	0	0	0	0
34	110	22137	377824	670	12612	21468	255860	0	0	950	3938	0	0	0	0
34	130	33340	581325	309	3994	25528	328772	0	0	4156	26406	0	0	0	0
34	150	7697	107486	49	526	6631	76274	0	0	2378	7546	0	0	0	0
34	170	10535	98751	0	0	1408	15714	0	0	20822	206017	31	9	0	0
34	190	10355	138828	89	400	1243	12739	0	0	5105	34545	0	0	0	0
34	210	23927	394222	68	782	7426	107199	0	0	13839	95991	0	0	0	0
34	230	3753	39980	0	0	312	4094	160	6129	34124	275463	10427	4950	0	0
34	250	3779	34640	136	803	10331	107614	0	0	1921	5087	0	0	0	0
34	270	15817	277074	269	2539	4466	42248	0	0	19681	149845	0	0	0	0
34	290	1214	12398	0	0	36	386	0	0	2981	20208	0	0	0	0
34	310	25282	339992	0	0	5511	99014	0	0	42259	610906	138	54	0	0
34	330	49359	889580	252	3119	19357	305061	0	0	5039	22109	0	0	0	0
34	350	800	5426	0	0	121	1056	0	0	3855	26416	0	0	0	0
34	370	24628	475990	88	1232	23579	449835	0	0	3573	19237	0	0	0	0
34	390	11357	146298	110	721	7340	76800	0	0	6956	23182	0	0	0	0
34	410	38125	643916	391	4011	14453	217676	0	0	5397	23320	0	0	0	0
34	430	11763	132370	0	0	2149	36246	0	0	414	2094	0	0	0	0
34	450	7770	127311	80	455	3347	40255	0	0	17158	97935	0	0	0	0
34	470	7807	110753	0	0	4533	77131	0	0	17484	52699	0	0	0	0
34	490	5143	75557	0	0	12289	182415	0	0	3071	13445	0	0	0	0
34	510	19004	299295	14	112	2890	35199	0	0	14789	100671	0	0	0	0
34	530	36700	500997	26	260	12271	128662	0	0	2112	12912	0	0	0	0
34	550	7005	80882	0	0	1017	12424	0	0	12163	62720	0	0	0	0
34	570	23625	356610	62	537	8153	107622	0	0	732	5327	0	0	0	0
34	590	5893	62957	0	0	2223	27173	0	0	3672	18528	0	0	0	0
34	610	4458	53144	151	880	2820	26871	0	0	3217	16798	0	0	0	0
34	630	3066	29268	40	210	6779	72646	0	0	10742	15903	0	0	0	0
34	650	6489	61002	0	0	829	9579	0	0	4526	18619	0	0	0	0
34	670	5377	38591	0	0	255	2641	0	0	703	3970	0	0	0	0
34	690	4483	65233	0	0	591	9838	0	0	79707	1247330	72854	49131	0	0
34	710	42229	633882	0	0	1676	22739	0	0	33858	266510	0	0	0	0
34	730	23831	365315	0	0	1116	11375	0	0	14602	98453	0	0	0	0
34	750	3864	52408	45	1090	3577	41443	0	0	22929	66200	0	0	0	0
34	770	18439	239882	0	0	6717	115309	0	0	1917	9117	0	0	0	0
34	790	592	6727	46	253	1843	16279	0	0	2755	13846	0	0	0	0
34	810	531	6490	27	335	1189	10624	0	0	9086	82796	0	0	0	0
34	830	15149	255481	83	1122	26074	365205	0	0	2692	11020	0	0	0	0
34	850	6561	68243	0	0	3282	27421	0	0	2875	16923	0	0	0	0
34	870	14505	295217	84	1010	4424	45350	0	0	36651	168261	0	0	0	0
34	890	20322	292346	163	1960	3128	38688	0	0	4106	27170	0	0	0	0
34	910	8043	55513	5	20	514	3801	0	0	3184	8934	794	94	0	0
34	930	2861	30264	0	0	600	8145	0	0	2620	7270	0	0	0	0
34	950	15108	278890	91	636	7285	124997	0	0	2329	9506	0	0	0	0
34	970	46880	700075	104	704	18249	265052	0	0	1022	2992	0	0	0	0
34	990	11575	181326	0	0	2170	37980	0	0	14428	148000	0	0	0	0
34	1010	30566	540492	115	1190	22747	418363	0	0	3272	23180	0	0	0	0
34	1030	747	4636	0	0	1123	6107	0	0	9888	26358	0	0	0	0
34	1050	7395	70266	0	0	1064	11872	0	0	4751	18378	0	0	0	0
34	1070	54440	1015269	64	965	16660	323950	0	0	11820	50100	0	0	0	0
34	1090	36494	467789	28	655	8998	104137	0	0	1128	3787	0	0	0	0
34	1110	10504	132745	122	793	4675	36178	0	0	6943	28796	0	0	0	0
34	1130	32523	569055	87	823	3361	33353	7	420	22430	111670	0	0	0	0
34	1150	2331	29541	27	169	5090	58111	0	0	3357	8770	0	0	0	0
34	1170	11165	156031	100	1249	10887	148729	0	0	816	2463	0	0	0	0
34	1190	6472	59115	0	0	2141	28372	0	0	2484	7928	0	0	0	0
34	1210	3476	32578	183	1130	2996	28449	0	0	16871	37921	0	0	0	0
34	1230	3731	42156	5	20	790	9801	0	0	9243	39889	0	0	0	0
34	1250	11794	128790	0	0	1089	9820	0	0	10368	45664	0	0	0	0
34	1270	16441	197734	172	1261	4569	40698	0	0	3160	16819	0	0	0	0
34	1290	567	4850	0	0	154	1920	0	0	14208	81045	0	0	0	0
34	1310	15550	199972	0	0	1068	11095	0	0	7189	54277	0	0	0	0
34	1330	17733	257591	0	0	323	6815	0	0	59561	1198953	27702	25200	0	0
34	1350	19429	281587	0	0	4846	39161	0	0	6673	44402	0	0	0	0
34	1370	3045	15373	54	345	845	3245	0	0	3422	12487	0	0	0	0
34	1390	15361	263051	73	675	7662	50868	0	0	10456	91363	0	0	0	0
34	1410	10853	166287	44	578	4184	38266	0	0	4065	19157	0	0	0	0
34	1430	16734	257194	0	0	2351	46130	31	217	95158	1860351	64752	50330	0	0
34	1450	24630	320042	183	1003	7441	80172	0	0	2243	6382	0	0	0	0
34	1470	19393	285960	344	3428	14732	155248	0	0	20326	83384	0	0	0	0
34	1490	3673	25544	0	0	645	7476	0	0	3732	14267	1314	132	0	0
34	1510	24435	345691	0	0	1359	17343	0	0	18018	119113	0	0	0	0
34	1530	8546	46185	0	0	421	2693	0	0	2937	5715	1138	175	0	0
34	1550	406	6470	0	0	125	1660	0	0	76217	1378933	94313	80324	0	0
34	1570	25942	447597	0	0	5195	127848	0	0	28173	417166	0	0	0	0
34	1590	28419	483687	206	2175	23828	312763	0	0	2528	13125	0	0	0	0
34	1610	8057	100905	0	0	1987	25598	0	0	9911	41419	0	0	0	0
34	1630	20603	293304	352	3206	1740	17949	0	0	7688	36638	0	0	0	0
34	1650	29653	517911	387	4518	10407	173417	0	0	16002	104951	0	0	0	0
34	1670	15254	195102	0	0	6391	80363	0	0	2540	14363	0	0	0	0
34	1690	3866	43113	0	0	204	2213	0	0	6324	41825	0	0	0	0
34	1710	178	2409	0	0	551	4159	0	0	14282	93041	0	0	0	0
34	1730	8363	77497	201	1810	1825	10966	0	0	487	1848	0	0	0	0
34	1750	5843	54244	81	399	1646	14208	0	0	1916	8961	0	0	0	0
34	1770	20563	339823	116	895	9936	132850	0	0	22446	75040	0	0	0	0
34	1790	1727	10811	0	0	111	720	0	0	12790	46370	0	0	0	0
34	1810	1789	15158	0	0	279	3208	0	0	8022	59373	4984	1087	0	0
34	1830	63528	1404118	54	240	2553	50058	0	0	32287	244201	0	0	0	0
34	1850	9188	123633	210	1547	14829	144030	0	0	576	1675	0	0	0	0
34	1870	7905	109179	0	0	2277	33501	0	0	3641	36553	0	0	0	0
34	1890	27854	546903	193	2244	1489	21492	0	0	17129	143371	0	0	0	0
34	5100	0	0	0	0	0	0	0	0	93	1635	0	0	0	0
34	1930	13402	175891	0	0	4692	93249	0	0	13825	201364	0	0	0	0
34	1950	58804	997479	258	1928	7857	123253	0	0	4201	22426	0	0	0	0
34	1970	1299	15188	0	0	685	6503	0	0	5070	34836	0	0	0	0
34	1990	212	1650	0	0	15	125	0	0	6737	30794	0	0	0	0
34	2010	34314	474314	0	0	3801	71785	0	0	49615	693646	14477	7743	0	0
34	2030	1465	12407	0	0	218	2022	0	0	9216	17176	0	0	0	0
34	2050	2572	16246	0	0	2052	10405	0	0	2280	8972	0	0	0	0
34	2070	30395	376422	0	0	4873	72785	0	0	91335	1178268	23076	15030	0	0
34	2090	3228	35741	0	0	927	12350	0	0	1233	8006	0	0	0	0
34	2110	318	4072	93	880	532	5383	0	0	28924	68692	0	0	0	0
34	2130	1097	7123	0	0	106	1562	0	0	1748	11065	409	60	0	0
34	2150	12591	125221	0	0	1037	10032	0	0	3800	11279	0	0	0	0
34	2170	32008	484612	0	0	27982	387621	0	0	5761	30311	0	0	0	0
34	2190	25164	429426	0	0	1610	17915	0	0	18540	134260	0	0	0	0
34	2210	8474	98396	0	0	2322	31986	0	0	8663	50660	0	0	0	0
34	2230	4006	32264	0	0	387	6296	0	0	22355	252450	33	14	0	0
34	2250	5857	63125	0	0	1205	17476	0	0	630	3602	0	0	0	0
34	2270	1349	21667	0	0	820	8141	0	0	13927	66968	0	0	0	0
34	2290	6035	49812	0	0	667	6182	0	0	3077	10688	0	0	0	0
34	0	1635647	24707599	7363	75612	598216	8061473	198	6766	1520565	14179538	316442	234333	0	0
		0	0	0	0	0	0	0	0	0	0	0	0	0	0
															
35	10	51490	179009	314	952	558	2030	0	0	250	1190	0	0	0	0
35	30	3310	14734	612	2355	14286	76110	0	0	47927	207557	0	0	0	0
35	50	93	1235	0	0	121	1326	0	0	3894	21126	0	0	0	0
35	70	34908	317384	1531	10577	1497	13075	0	0	2902	10477	0	0	0	0
35	90	35	246	12	120	50	300	0	0	408	1756	0	0	0	0
35	110	3330	15243	164	616	12276	44720	0	0	2109	16099	0	0	0	0
35	130	34916	135781	23948	76054	3499	14707	0	0	8720	17191	0	0	0	0
35	150	140	895	1504	5704	5865	32995	0	0	3026	11955	0	0	0	0
35	170	111	298	94	209	200	755	0	0	1019	2712	0	0	0	0
35	190	14760	54180	193	843	515	1814	0	0	7561	78560	0	0	0	0
35	210	4906	35425	222	718	24455	167178	0	0	33750	258727	0	0	0	0
35	230	61336	658636	48	247	22387	109862	0	0	10642	57076	0	0	0	0
35	250	25748	354654	174	2431	11957	75282	0	0	7318	31057	0	0	0	0
35	270	351	1529	332	1295	33876	197113	0	0	23139	143449	0	0	0	0
35	290	56707	386079	1827	7692	387	1914	0	0	42426	124627	0	0	0	0
35	310	532	4210	964	4982	1190	7757	0	0	12231	86729	0	0	0	0
35	330	114108	979992	43612	271001	9670	82401	0	0	22336	66290	0	0	0	0
35	350	8499	19496	10	30	25	300	0	0	162	1460	0	0	0	0
35	370	17240	209845	234	1286	34888	297378	0	0	31963	210917	0	0	0	0
35	390	1243	6128	232	1218	55231	532080	0	0	53139	398089	0	0	0	0
35	410	3735	19790	132	176	487	2494	0	0	175	2061	0	0	0	0
35	430	261	1768	283	1651	6502	55061	0	0	33521	445689	0	0	0	0
35	450	3710	22258	7794	36086	1577	14257	0	0	2731	14727	0	0	0	0
35	470	7502	65581	179	1086	763	9916	0	0	2978	24805	0	0	0	0
35	490	60145	504898	10866	51830	2369	18347	0	0	15479	59925	0	0	0	0
35	510	541	3844	76	293	28276	178376	0	0	58579	315429	0	0	0	0
35	530	25404	387064	801	9123	37930	311472	0	0	45827	332579	0	0	0	0
35	550	5723	84987	50	531	10045	75432	0	0	22881	138981	0	0	0	0
35	570	10711	56136	992	3669	34	778	0	0	40019	125052	0	0	0	0
35	590	40287	203593	152	567	0	0	0	0	0	0	0	0	0	0
35	610	26914	125831	122	220	1994	10655	0	0	887	5960	0	0	0	0
35	630	16696	73221	91	135	98	460	0	0	879	7090	0	0	0	0
35	650	25411	94201	23	63	144	1276	0	0	3069	19130	0	0	0	0
35	670	81883	900941	300	3148	3869	17388	0	0	450	4160	0	0	0	0
35	690	28689	200827	6114	37327	2445	31757	0	0	31529	243697	0	0	0	0
35	710	10	360	0	0	79	400	0	0	51	540	0	0	0	0
