state	county	corn_a	corn_y	wheat_a	wheat_y	oats_a	oats_y	rice_a	rice_y	cotton_a	cotton_y	scane_a	scane_y
22	1270	27912	806006	8693	99727	1605	28557	0	0	0	0	0	0
22	1290	32343	985055	15782	264441	29081	917401	0	0	0	0	0	0
22	1310	47559	1544410	39767	495782	5845	116955	0	0	0	0	0	0
22	1330	48918	1383663	13418	239342	30369	830296	0	0	0	0	0	0
22	1350	43893	1263842	12408	191209	13594	256801	0	0	0	0	0	0
22	1370	63785	1904208	14332	282727	39708	1159863	0	0	0	0	0	0
22	1390	28753	615863	18676	225527	4148	64178	0	0	0	0	0	0
22	1410	75283	3059245	47770	836533	7118	195188	0	0	0	0	0	0
22	1430	27078	818400	20857	366354	15106	492981	0	0	0	0	0	0
22	1450	8084	138529	2906	34252	886	11965	0	0	0	0	0	0
22	1470	67134	2124082	43078	628234	10216	223200	0	0	0	0	0	0
22	1490	37125	1106272	23872	211392	6309	120781	0	0	0	0	0	0
22	1510	21832	558752	6646	101043	10909	290108	0	0	0	0	0	0
22	1530	17399	608251	10293	185989	13151	416604	0	0	0	0	0	0
22	1550	44138	1269823	18990	211257	6334	132658	0	0	0	0	0	0
22	1570	10916	274158	3088	40692	954	15752	0	0	0	0	0	0
22	1590	79871	2534096	30801	620475	45161	1315083	0	0	0	0	0	0
22	1610	42440	1462733	15522	353992	18881	640351	0	0	0	0	0	0
22	1630	24212	1063585	19566	376014	1464	42600	0	0	0	0	0	0
22	1650	23043	762588	18357	248772	1715	35404	0	0	0	0	0	0
22	1670	28863	899672	9251	165570	15623	419124	0	0	0	0	0	0
22	1690	30387	663626	15085	178282	7527	136978	0	0	0	0	0	0
22	1710	44801	1487584	18359	373943	30059	791026	0	0	0	0	0	0
22	1730	61459	2026102	12211	253190	45813	1484911	0	0	0	0	0	0
22	1750	29115	754601	15155	182067	3619	69693	0	0	0	0	0	0
22	1770	30486	686645	11325	132240	8793	176487	0	0	0	0	0	0
22	1790	52476	1763472	27346	500566	13878	332186	0	0	0	0	0	0
22	1810	43568	1125968	9524	173394	31233	853190	0	0	0	0	0	0
22	1830	82606	2341522	13883	282579	60015	1770594	0	0	0	0	0	0
22	0	33535	1304362	10393	191719	25447	782905	0	0	0	0	0	0
		3675946	114871320	1533031	25190384	1661155	47465387	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0	0	0
23	10												
23	30	70	2010	607	9793	3388	76201	0	0	0	0	0	0
23	50	0	0	54	938	1513	51817	0	0	0	0	0	0
23	70	18894	391458	29805	484574	28287	753038	0	0	0	0	0	0
23	90	112	3359	2094	29970	6410	174453	0	0	0	0	0	0
23	110	2385	71182	424	4927	4955	136287	0	0	0	0	0	0
23	130	1878	55727	961	13642	8751	186876	0	0	0	0	0	0
23	150	4	115	58	787	1803	64681	0	0	0	0	0	0
23	170	13081	348406	23902	430504	18039	487532	0	0	0	0	0	0
23	190	10207	271137	8907	154382	22223	662252	0	0	0	0	0	0
23	210	1530	33849	264	3272	1566	35579	0	0	0	0	0	0
23	230	21312	496605	18006	273336	14378	393721	0	0	0	0	0	0
23	250	24571	636929	20688	287600	25243	590066	0	0	0	0	0	0
23	270	15488	405870	30446	412012	28451	791998	0	0	0	0	0	0
23	290	24729	499414	21573	301431	16568	405964	0	0	0	0	0	0
23	310	1562	58127	367	6441	3150	100682	0	0	0	0	0	0
23	330	585	17039	352	5660	3532	86407	0	0	0	0	0	0
23	350	0	0	843	13447	8189	245711	0	0	0	0	0	0
23	370	1121	33463	1060	15355	5287	125471	0	0	0	0	0	0
23	390	10211	282344	37241	730472	23863	719111	0	0	0	0	0	0
23	410	19	597	1	22	299	7026	0	0	0	0	0	0
23	430	26	641	148	2405	6945	201317	0	0	0	0	0	0
23	450	11	155	64	1303	1589	51734	0	0	0	0	0	0
23	470	11065	378717	37009	760587	23640	676825	0	0	0	0	0	0
23	490	1123	33821	415	5569	3613	117944	0	0	0	0	0	0
23	510	8244	247490	20206	366456	24383	723842	0	0	0	0	0	0
23	530	1176	31803	616	7836	6843	142103	0	0	0	0	0	0
23	550	0	0	70	1190	625	22322	0	0	0	0	0	0
23	570	4169	90633	1054	15091	7181	189082	0	0	0	0	0	0
23	590	15627	454743	14705	271190	29247	888380	0	0	0	0	0	0
23	610	25540	699310	18449	321371	28745	865603	0	0	0	0	0	0
23	630	5	39	415	8331	6315	212406	0	0	0	0	0	0
23	650	5852	206233	29521	503934	42879	1099793	0	0	0	0	0	0
23	670	7938	271756	19421	412656	22158	660951	0	0	0	0	0	0
23	690	7836	202252	33370	618628	22310	625123	0	0	0	0	0	0
23	710	372	11360	332	4810	3494	75511	0	0	0	0	0	0
23	730	0	0	53	985	1963	54999	0	0	0	0	0	0
23	750	7090	214191	9454	168527	25217	710327	0	0	0	0	0	0
23	770	14582	346012	16870	264163	24374	644241	0	0	0	0	0	0
23	790	15306	284453	23766	348720	19139	569151	0	0	0	0	0	0
23	810	1705	43198	352	4186	2417	48012	0	0	0	0	0	0
23	830	12072	306332	22808	401609	28300	769876	0	0	0	0	0	0
23	850	2	50	37	531	125	3872	0	0	0	0	0	0
23	870	1259	25105	337	4761	2289	49523	0	0	0	0	0	0
23	890	5408	154021	14158	248852	30509	838570	0	0	0	0	0	0
23	910	3448	100417	2018	28401	6810	191414	0	0	0	0	0	0
23	930	36258	1143500	27135	537549	48623	1802646	0	0	0	0	0	0
23	950	8204	210769	13319	250538	20601	620665	0	0	0	0	0	0
23	970	4	150	63	1121	957	28136	0	0	0	0	0	0
23	990	1	60	247	4359	2166	60548	0	0	0	0	0	0
23	1010	8291	248050	15653	281617	23299	730750	0	0	0	0	0	0
23	1030	4054	82148	1031	12425	3880	91512	0	0	0	0	0	0
23	1050	2	45	49	714	1721	48168	0	0	0	0	0	0
23	1070	3009	64231	3237	57942	8219	200813	0	0	0	0	0	0
23	1090	6287	126722	1190	16307	14772	302612	0	0	0	0	0	0
23	1110	115	3642	293	5219	9287	291456	0	0	0	0	0	0
23	1130	4241	126026	1965	37771	10410	290309	0	0	0	0	0	0
23	1150	1380	31348	1522	24717	8674	191580	0	0	0	0	0	0
23	1170	35546	1463029	25998	503059	34208	1237187	0	0	0	0	0	0
23	1190	11867	328236	11281	187872	29969	730290	0	0	0	0	0	0
23	1210	126	3975	485	7528	2098	54752	0	0	0	0	0	0
23	1230	2544	68407	3146	57307	7699	189925	0	0	0	0	0	0
23	1250	6347	152117	3777	69132	12720	294912	0	0	0	0	0	0
23	1270	5179	145598	5479	107624	19459	602250	0	0	0	0	0	0
23	1290	5742	129607	2611	44883	7981	171575	0	0	0	0	0	0
23	1310	699	18165	1184	16757	5759	134355	0	0	0	0	0	0
23	1330	7	132	338	5987	3059	106170	0	0	0	0	0	0
23	1350	2663	63721	1197	20609	12321	274646	0	0	0	0	0	0
23	1370	56	1065	155	1944	918	15770	0	0	0	0	0	0
23	1390	245	7808	279	4113	3279	82606	0	0	0	0	0	0
23	1410	9921	216789	22857	407831	24973	705619	0	0	0	0	0	0
23	1430	96	2525	1968	31139	7259	191663	0	0	0	0	0	0
23	1450	110	3550	95	2159	437	9067	0	0	0	0	0	0
23	1470	22516	713754	22299	388735	37246	1126123	0	0	0	0	0	0
23	1490	3379	103488	18465	282650	35337	891435	0	0	0	0	0	0
23	1510	29970	506085	21942	277356	15765	326880	0	0	0	0	0	0
23	1530	1538	45202	24835	397056	56350	1294272	0	0	0	0	0	0
23	1550	1	40	47	564	1221	40845	0	0	0	0	0	0
23	1570	8420	226238	28455	496637	26906	758527	0	0	0	0	0	0
23	1590	12867	371395	23681	478351	36035	1216166	0	0	0	0	0	0
23	1610	18295	358830	12084	175046	14492	340767	0	0	0	0	0	0
23	1630	18946	680547	22629	460732	33105	1112992	0	0	0	0	0	0
23	1650	7903	214122	5224	96316	11499	331424	0	0	0	0	0	0
23	0	2940	63738	629	8813	4530	96129	0	0	0	0	0	0
		577384	15635217	790145	13711136	1194239	33523336	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0	0	0
24	10												
24	30	32817	924517	10747	120614	1828	23054	0	0	0	0	0	0
24	50	43419	1539934	14899	299589	27974	761469	0	0	0	0	0	0
24	70	21211	636455	24639	459503	17778	516373	0	0	0	0	0	0
24	90	7466	235017	3491	53263	19425	404899	0	0	0	0	0	0
24	110	13222	459064	2820	37918	1776	34277	0	0	0	0	0	0
24	130	50096	1631426	21727	452607	31860	825630	0	0	0	0	0	0
24	150	15191	542549	3900	70913	9324	247062	0	0	0	0	0	0
24	170	45417	1022831	7284	74029	2511	25546	0	0	0	0	0	0
24	190	48991	1686589	35992	598783	7480	171756	0	0	0	0	0	0
24	210	10126	391931	9381	172909	11100	312763	0	0	0	0	0	0
24	230	51352	2145165	19832	441087	25864	771200	0	0	0	0	0	0
24	250	45333	1728265	24482	551300	19554	525590	0	0	0	0	0	0
24	270	31876	664169	4116	45831	2337	25423	0	0	0	0	0	0
24	290	55939	1878102	26394	484360	13213	270455	0	0	0	0	0	0
24	310	13834	499657	15297	297030	17166	482947	0	0	0	0	0	0
24	330	22238	841204	17652	305641	8182	183111	0	0	0	0	0	0
24	350	31605	1090941	28332	569991	22885	681889	0	0	0	0	0	0
24	370	1787	46095	1147	21688	2874	81103	0	0	0	0	0	0
24	390	89001	2600714	33097	739018	47230	1338490	0	0	0	0	0	0
24	410	38229	1310456	19584	310146	33216	1029472	0	0	0	0	0	0
24	430	39436	1334179	16240	321288	12593	284165	0	0	0	0	0	0
24	450	15552	645701	15974	370272	11703	431200	0	0	0	0	0	0
24	470	53471	2255921	42279	745088	5658	138152	0	0	0	0	0	0
24	490	66085	2526956	20906	388586	26740	630673	0	0	0	0	0	0
24	510	50275	1951067	29354	586264	13763	351276	0	0	0	0	0	0
24	530	40197	1554779	24554	494176	32452	1253743	0	0	0	0	0	0
24	550	18152	526886	4031	45810	1245	24121	0	0	0	0	0	0
24	570	5297	204113	2245	42807	11954	362070	0	0	0	0	0	0
24	590	49134	1976288	25698	589296	18742	514116	0	0	0	0	0	0
24	610	13907	436269	4765	65293	5337	106290	0	0	0	0	0	0
24	630	13295	451215	6878	126869	1301	28474	0	0	0	0	0	0
24	650	57393	1919226	36833	726882	37340	1093898	0	0	0	0	0	0
24	670	47560	1572753	13944	268526	31621	840692	0	0	0	0	0	0
24	690	7809	291617	4226	76220	6652	185222	0	0	0	0	0	0
24	710	62887	2406419	27349	488122	52560	1918389	0	0	0	0	0	0
24	730	60383	1855633	27393	364181	10044	165119	0	0	0	0	0	0
24	750	12118	375221	5459	69236	1691	27631	0	0	0	0	0	0
24	770	21906	800051	25049	530961	16447	443294	0	0	0	0	0	0
24	790	28868	824925	29406	622152	22776	664653	0	0	0	0	0	0
24	810	13624	421551	3240	37110	2287	45213	0	0	0	0	0	0
24	830	6473	225127	4164	75668	6950	200469	0	0	0	0	0	0
24	850	32820	1312238	27994	534214	9711	244049	0	0	0	0	0	0
24	870	2324	75062	1254	27475	3119	94821	0	0	0	0	0	0
24	890	13301	350378	574	7247	261	4999	0	0	0	0	0	0
24	910	44287	1644876	24529	435625	12773	306576	0	0	0	0	0	0
24	930	44103	1490626	9570	204182	27392	607780	0	0	0	0	0	0
24	950	11713	392966	16077	320543	17038	466399	0	0	0	0	0	0
24	970	19580	831628	12387	280070	13449	523164	0	0	0	0	0	0
24	990	70481	2649988	21430	464715	37098	883861	0	0	0	0	0	0
24	1010	5579	181712	8898	146779	9326	200511	0	0	0	0	0	0
24	1030	36768	1184242	18150	406560	24962	739486	0	0	0	0	0	0
24	1050	17037	558333	17898	357429	17597	475007	0	0	0	0	0	0
24	1070	13800	493272	4930	63556	1946	40592	0	0	0	0	0	0
24	1090	53322	1520886	23018	445963	44457	1352985	0	0	0	0	0	0
24	1110	56831	2128261	29589	710852	30257	926548	0	0	0	0	0	0
24	1130	13599	483378	3741	52867	5710	138069	0	0	0	0	0	0
24	1150	47707	1460066	27174	653787	15777	471248	0	0	0	0	0	0
24	1170	12269	512867	4223	60875	2206	43176	0	0	0	0	0	0
24	1190	27216	832642	15267	273094	11481	254192	0	0	0	0	0	0
24	1210	22796	852855	12460	190395	4525	91705	0	0	0	0	0	0
24	1230	13115	503688	3546	43709	2357	50406	0	0	0	0	0	0
24	1250	19996	704629	13511	249920	17834	677385	0	0	0	0	0	0
24	1270	60646	1780482	9357	124578	56225	1534159	0	0	0	0	0	0
24	1290	17534	624670	12602	203926	2556	53779	0	0	0	0	0	0
24	1310	79054	3456817	57244	1010335	11598	268478	0	0	0	0	0	0
24	1330	26969	1001341	5016	61207	2860	45894	0	0	0	0	0	0
24	1350	9126	319938	10435	181224	17326	456430	0	0	0	0	0	0
24	1370	61007	2175971	38037	814903	15977	475638	0	0	0	0	0	0
24	1390	62550	2202879	29277	561842	38907	1274082	0	0	0	0	0	0
24	1410	28445	930904	28468	548626	22368	664502	0	0	0	0	0	0
24	1430	62966	2740017	40622	619134	4873	95665	0	0	0	0	0	0
24	1450	42531	1669947	32981	724729	30897	1170066	0	0	0	0	0	0
24	1470	23395	850322	4282	59793	2144	44625	0	0	0	0	0	0
24	1490	51661	1995772	47933	1062500	29132	950942	0	0	0	0	0	0
24	1510	47236	1399482	17073	357013	39050	911164	0	0	0	0	0	0
24	1530	23412	905154	27229	580465	25224	780933	0	0	0	0	0	0
24	1550	7066	285121	7992	167016	9586	273779	0	0	0	0	0	0
24	1570	6135	245916	4832	75166	11552	261466	0	0	0	0	0	0
24	1590	15901	560468	17721	365615	14718	373657	0	0	0	0	0	0
24	1610	44388	1540627	10717	230197	23410	566581	0	0	0	0	0	0
24	1630	62280	2303638	6620	121665	58199	2051221	0	0	0	0	0	0
24	1650	8703	255057	1492	15639	1088	19140	0	0	0	0	0	0
24	1670	40276	1194794	19270	367628	8626	164743	0	0	0	0	0	0
24	1690	17196	640585	6958	102958	3715	82869	0	0	0	0	0	0
24	1710	35617	1316535	49306	1074229	27507	812288	0	0	0	0	0	0
24	1730	30835	1016138	21477	396778	29867	1072066	0	0	0	0	0	0
24	1750	82348	2987808	35935	753104	73204	2677942	0	0	0	0	0	0
24	0	32531	1181240	29844	638425	19256	634153	0	0	0	0	0	0
		2911424	102177194	1563740	30289579	1542574	44730590	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0	0	0
25	10												
25	30	12767	306730	173	2263	8709	172635	0	0	0	0	0	0
25	50	15	322	225	3565	4852	163182	0	0	0	0	0	0
25	70	2030	61505	397	8779	44103	1664439	0	0	0	0	0	0
25	90	63	1634	887	16099	5787	212112	0	0	0	0	0	0
25	110	1009	36704	1573	28355	41125	1310555	0	0	0	0	0	0
25	130	16835	634504	2137	35890	44898	1443974	0	0	0	0	0	0
25	150	3252	86839	1195	18256	8947	251742	0	0	0	0	0	0
25	170	1308	52065	3094	72655	24135	941102	0	0	0	0	0	0
25	190	7165	219382	437	7247	49635	1518890	0	0	0	0	0	0
25	210	1407	46003	198	3652	38983	1287880	0	0	0	0	0	0
25	230	27708	980465	2307	38366	49571	1239280	0	0	0	0	0	0
25	250	18580	632851	1163	20267	19238	549037	0	0	0	0	0	0
25	270	52801	1865561	2411	44776	85580	2353038	0	0	0	0	0	0
25	290	19075	775887	3724	81455	82890	3218244	0	0	0	0	0	0
25	310	87	2502	3744	64944	21624	714109	0	0	0	0	0	0
25	330	44	888	549	10344	4920	178528	0	0	0	0	0	0
25	350	19815	667114	2693	46628	62980	2023747	0	0	0	0	0	0
25	370	8080	243500	1690	30440	41661	1200600	0	0	0	0	0	0
25	390	3	65	48	716	1436	44303	0	0	0	0	0	0
25	410	10489	521425	2220	45833	61663	2115887	0	0	0	0	0	0
25	430	6	155	45	704	2356	77021	0	0	0	0	0	0
25	450	65736	2407465	971	16329	60265	1935338	0	0	0	0	0	0
25	470	27247	919319	524	13138	40479	1396209	0	0	0	0	0	0
25	490	13951	636719	1268	23651	24687	734224	0	0	0	0	0	0
25	510	20587	745805	761	12054	31359	945021	0	0	0	0	0	0
25	530	3	40	77	1354	1104	38865	0	0	0	0	0	0
25	550	11427	371602	2194	42880	27925	784080	0	0	0	0	0	0
25	570	18086	890922	2689	65058	43628	1590263	0	0	0	0	0	0
25	590	10018	290700	428	8513	25375	612300	0	0	0	0	0	0
25	610	3430	139735	2617	57394	17261	590736	0	0	0	0	0	0
25	630	36	737	3020	47728	28876	886573	0	0	0	0	0	0
25	650	13270	518133	964	18859	22108	740779	0	0	0	0	0	0
25	670	37268	1273743	357	6972	40461	1338665	0	0	0	0	0	0
25	690	106	3211	109	1746	10731	393045	0	0	0	0	0	0
25	710	21	735	74	1357	10451	316044	0	0	0	0	0	0
25	730	349	12075	2707	60008	48629	1706672	0	0	0	0	0	0
25	750	1084	41706	1774	30398	64088	1980622	0	0	0	0	0	0
25	770	1394	40318	859	13888	16152	486448	0	0	0	0	0	0
25	790	15308	466008	484	6306	9108	193969	0	0	0	0	0	0
25	810	1316	40156	647	12387	9688	330612	0	0	0	0	0	0
25	830	10546	333295	933	15540	45044	1282805	0	0	0	0	0	0
25	850	3625	135605	1013	17770	25196	733465	0	0	0	0	0	0
25	870	25	891	60	1064	4912	164664	0	0	0	0	0	0
25	890	8707	394887	1072	21704	45769	1421402	0	0	0	0	0	0
25	910	2027	90544	1294	26679	21686	804157	0	0	0	0	0	0
25	930	7785	245122	1088	21563	15445	522093	0	0	0	0	0	0
25	950	15742	610287	1930	37529	33852	1198937	0	0	0	0	0	0
25	970	4758	159178	1443	28165	39269	1424540	0	0	0	0	0	0
25	990	7169	226008	571	8587	37996	1001831	0	0	0	0	0	0
25	1010	22	610	49	839	4463	146246	0	0	0	0	0	0
25	1030	7009	299060	1537	34623	20177	726024	0	0	0	0	0	0
25	1050	16485	610646	647	12219	19414	607579	0	0	0	0	0	0
25	1070	40958	1318051	2807	51233	46269	1155933	0	0	0	0	0	0
25	1090	437	13166	142	2204	8620	309222	0	0	0	0	0	0
25	1110	3809	127116	1826	30586	60915	2022404	0	0	0	0	0	0
25	1130	31840	1180035	2709	56878	51897	1656780	0	0	0	0	0	0
25	1150	113	3475	48	852	3400	109228	0	0	0	0	0	0
25	1170	9151	385418	1980	41864	39656	1221250	0	0	0	0	0	0
25	1190	2509	102528	2465	54406	46272	1849471	0	0	0	0	0	0
25	1210	42	1523	47	809	9685	304297	0	0	0	0	0	0
25	1230	15417	524679	5299	100143	52582	1549836	0	0	0	0	0	0
25	1250	15341	617095	1404	29313	36369	1069809	0	0	0	0	0	0
25	1270	6	160	72	1640	1245	39918	0	0	0	0	0	0
25	1290	19193	830987	1718	36883	33680	1002567	0	0	0	0	0	0
25	1310	1792	42503	196	2890	6641	201172	0	0	0	0	0	0
25	1330	5786	255240	3370	78908	40191	1597315	0	0	0	0	0	0
25	1350	7311	325985	1820	38800	39576	1480984	0	0	0	0	0	0
25	1370	8108	387010	750	15677	40556	1236961	0	0	0	0	0	0
25	1390	16060	462847	460	7189	22366	520155	0	0	0	0	0	0
25	1410	8551	341785	1996	34302	32080	977865	0	0	0	0	0	0
25	0	2568	58298	207	3591	22043	674985	0	0	0	0	0	0
		716068	26019264	94387	1835704	2144734	68694665	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0	0	0
31	10												
31	30	98050	3424899	4092	75946	48998	1318031	0	0	0	0	0	0
31	50	65069	2247469	3336	57753	29591	700998	0	0	0	0	0	0
31	70	38657	1609236	1310	23040	32323	1121307	0	0	0	0	0	0
31	90	44725	1185626	2396	31330	21362	466119	0	0	0	0	0	0
31	110	91883	3825658	580	12360	50333	1527442	0	0	0	0	0	0
31	130	130652	5693747	987	21354	90861	3363148	0	0	0	0	0	0
31	150	86109	3499930	740	17798	62041	2086066	0	0	0	0	0	0
31	170	132019	5508503	951	21205	86113	3475615	0	0	0	0	0	0
31	190	53161	2170876	258	4835	54506	1677157	0	0	0	0	0	0
31	210	72812	2549783	362	6732	61793	1702405	0	0	0	0	0	0
31	230	132168	6008397	215	5492	97476	4287689	0	0	0	0	0	0
31	250	91895	3385032	322	7142	76826	2348977	0	0	0	0	0	0
31	270	145112	6257288	333	6919	117406	5154106	0	0	0	0	0	0
31	290	126769	5309470	1815	43275	74830	2619080	0	0	0	0	0	0
31	310	112142	4504024	10152	190818	51519	1473759	0	0	0	0	0	0
31	330	97399	4277389	2424	57404	49943	2008733	0	0	0	0	0	0
31	350	85159	3108955	391	8206	71400	2401375	0	0	0	0	0	0
31	370	122449	5128750	146	2711	73727	3089397	0	0	0	0	0	0
31	390	48214	1554039	458	9535	60373	1627464	0	0	0	0	0	0
31	410	57418	1875727	3163	44930	26425	601985	0	0	0	0	0	0
31	430	119450	4839499	161	2875	91614	3752164	0	0	0	0	0	0
31	450	63174	2780345	1024	18412	60154	2214210	0	0	0	0	0	0
31	470	111834	4744921	3182	69073	55989	2087526	0	0	0	0	0	0
31	490	143933	6277658	5938	123708	79550	2523292	0	0	0	0	0	0
31	510	130108	5548710	12030	261010	66982	2549011	0	0	0	0	0	0
31	530	44373	1315528	2380	32081	21752	505709	0	0	0	0	0	0
31	550	61638	1786435	6193	75603	28167	624180	0	0	0	0	0	0
31	570	73871	2921090	517	10649	59987	1987302	0	0	0	0	0	0
31	590	60902	2418977	8751	122594	25155	862139	0	0	0	0	0	0
31	610	73793	2764667	247	4106	53957	2108408	0	0	0	0	0	0
31	630	60830	2512450	735	13285	50272	1751861	0	0	0	0	0	0
31	650	80416	3070861	154	2855	60893	2428149	0	0	0	0	0	0
31	670	71894	2766179	570	9970	76889	2357827	0	0	0	0	0	0
31	690	71417	2620517	286	5410	68225	2246666	0	0	0	0	0	0
31	710	104501	4178064	349	6570	82993	3153679	0	0	0	0	0	0
31	730	136639	5342594	11992	196204	13460	328685	0	0	0	0	0	0
31	750	143296	5857017	424	9264	89526	3669336	0	0	0	0	0	0
31	770	96858	4119102	266	6775	76294	2742668	0	0	0	0	0	0
31	790	112453	4191684	2480	51676	56944	1775899	0	0	0	0	0	0
31	810	129815	6008260	597	12211	103478	4373146	0	0	0	0	0	0
31	830	102124	3922879	255	5342	92108	3454279	0	0	0	0	0	0
31	850	112906	4853529	179	2783	82345	3060411	0	0	0	0	0	0
31	870	184774	8597337	23400	494436	47088	1522770	0	0	0	0	0	0
31	890	64657	2645402	4743	85402	28650	980766	0	0	0	0	0	0
31	910	27139	828089	341	7482	53176	1602845	0	0	0	0	0	0
31	930	97251	4267735	489	10058	75568	3232818	0	0	0	0	0	0
31	950	98739	4232952	209	5357	54016	2154777	0	0	0	0	0	0
31	970	92547	3975835	3100	63000	44915	1592037	0	0	0	0	0	0
31	990	59696	2551278	1165	19258	35026	1191395	0	0	0	0	0	0
31	1010	133424	5544068	6855	147107	70330	2542558	0	0	0	0	0	0
31	1030	56512	1930643	3424	55673	28881	790832	0	0	0	0	0	0
31	1050	100215	4408579	2718	62059	49462	1755435	0	0	0	0	0	0
31	1070	69632	2989672	581	12461	42634	1681131	0	0	0	0	0	0
31	1090	97382	3834681	3496	68546	45211	1403316	0	0	0	0	0	0
31	1110	196487	7382812	401	6996	175818	6932860	0	0	0	0	0	0
31	1130	45154	1420369	9742	110377	19203	563640	0	0	0	0	0	0
31	1150	99699	3887906	908	23963	67002	2358703	0	0	0	0	0	0
31	1170	62410	2315693	13307	224279	23768	714163	0	0	0	0	0	0
31	1190	47133	1566154	1965	29025	24605	616805	0	0	0	0	0	0
31	1210	131115	5008186	86	1635	101515	4109739	0	0	0	0	0	0
31	1230	81223	2785978	14474	288464	31934	941471	0	0	0	0	0	0
31	1250	98263	4063005	6381	136868	45733	1586540	0	0	0	0	0	0
31	1270	83783	3174139	7966	147662	35584	1084185	0	0	0	0	0	0
31	1290	109115	4740291	1333	30144	64931	2401414	0	0	0	0	0	0
31	1310	118255	5290377	11496	224925	20252	614133	0	0	0	0	0	0
31	1330	37628	1400053	449	8298	59896	2226441	0	0	0	0	0	0
31	1350	156446	6665843	40319	861493	38978	1232416	0	0	0	0	0	0
31	1370	41686	1302083	3737	55764	19071	453343	0	0	0	0	0	0
31	1390	93346	3888974	16476	310281	26784	770397	0	0	0	0	0	0
31	1410	68100	2603159	7722	152640	27144	917331	0	0	0	0	0	0
31	1430	122281	5036912	127	2420	87319	3636704	0	0	0	0	0	0
31	1450	82789	3267236	166	4451	70584	2911102	0	0	0	0	0	0
31	1470	102165	3681753	19223	331219	24865	619859	0	0	0	0	0	0
31	1490	117116	4289141	434	8073	98785	3758235	0	0	0	0	0	0
31	1510	189460	7306766	5194	89202	99984	3679881	0	0	0	0	0	0
31	1530	143489	6118162	671	15279	113235	4792139	0	0	0	0	0	0
31	1550	112428	4613968	17655	415171	50179	1897898	0	0	0	0	0	0
31	1570	243954	11530866	12870	262430	75313	2507038	0	0	0	0	0	0
31	1590	104285	4316923	763	14781	57708	2099956	0	0	0	0	0	0
31	1610	73311	1993364	4031	47313	34070	616310	0	0	0	0	0	0
31	1630	128437	5411558	359	8516	73573	3013807	0	0	0	0	0	0
31	1650	70182	3208094	11638	263529	35323	1474251	0	0	0	0	0	0
31	1670	139109	6661223	1695	37064	71393	2290355	0	0	0	0	0	0
31	1690	167523	6477028	1154	23433	118740	4234785	0	0	0	0	0	0
31	1710	144252	6227817	1121	28854	88003	3552021	0	0	0	0	0	0
31	1730	122478	5311141	1416	30348	73380	2526346	0	0	0	0	0	0
31	1750	86039	2306225	7169	91740	26796	459994	0	0	0	0	0	0
31	1770	54717	1719376	2268	34896	27075	624963	0	0	0	0	0	0
31	1790	40024	1139120	4549	69201	19363	469003	0	0	0	0	0	0
31	1810	50743	1723876	10026	179003	20782	549955	0	0	0	0	0	0
31	1830	83519	3190060	18891	353127	31773	917881	0	0	0	0	0	0
31	1850	92424	3924053	1759	36633	42878	1458540	0	0	0	0	0	0
31	1870	66338	1830032	2312	25898	35238	740365	0	0	0	0	0	0
31	1890	160054	6901131	736	18344	132031	5453322	0	0	0	0	0	0
31	1910	64130	2569221	262	4794	55491	2221432	0	0	0	0	0	0
31	1930	59500	2375846	1394	22093	67031	2181480	0	0	0	0	0	0
31	1950	198493	7596479	12313	225345	64280	1967959	0	0	0	0	0	0
31	1970	47768	1719384	280	5337	52746	1805276	0	0	0	0	0	0
31	0	126686	5286602	289	6898	96433	4027573	0	0	0	0	0	0
		9683592	389000414	421189	7990286	5836126	208070091	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0	0	0
32	10												
32	30	56487	1022022	13601	138051	13475	247499	0	0	0	0	0	0
32	50	55529	1078156	11563	112359	12695	226299	0	0	0	0	0	0
32	70	48221	830381	44257	452029	11991	220303	0	0	0	0	0	0
32	90	28168	521276	160917	1753716	1915	48293	0	0	0	0	0	0
32	110	27828	562193	329187	4026570	5423	130763	0	0	0	0	0	0
32	130	59682	1146221	7219	64047	12652	218575	0	0	0	0	0	0
32	150	106446	2537579	61071	732051	28215	572556	0	0	0	0	0	0
32	170	83246	2095017	51211	397791	45059	906725	0	0	0	0	0	0
32	190	25103	696098	7632	101144	2508	56200	0	0	0	0	0	0
32	210	20131	293693	5292	45782	4494	63684	0	0	15	1	0	0
32	230	31618	299547	71796	674163	13042	141600	0	0	0	0	0	0
32	250	122189	2555868	101339	1420421	7159	167346	0	0	0	0	0	0
32	270	6331	104091	153160	2362893	870	23200	0	0	0	0	0	0
32	290	79601	1484433	104780	1227443	19894	397355	0	0	0	0	0	0
32	310	90483	1778699	130834	1562460	15964	347652	0	0	0	0	0	0
32	330	70934	1419907	18098	172240	15391	292058	0	0	0	0	0	0
32	350	10850	178637	139480	2047255	486	16382	0	0	0	0	0	0
32	370	68508	1214939	66269	507366	24297	416107	0	0	0	0	0	0
32	390	55704	860434	48730	476578	24908	393172	0	0	0	0	0	0
32	410	95193	1596992	151887	1858386	1352	35693	0	0	0	0	0	0
