state	county	corn_a	corn_y	oats_a	oats_y	wheat_a	wheat_y	rice_a	rice_y	cotton_a	cotton_y	scane_a	scane_y
22	1310	56144	2531563	16342	353450	9302	184887	0	0	0	0	0	0
22	1330	47309	2208333	7624	150137	12649	179632	0	0	0	0	0	0
22	1350	66313	3542876	16636	342265	21829	379335	0	0	0	0	0	0
22	1370	33172	1005328	530	8272	20960	294241	0	0	0	0	0	0
22	1390	72168	4293136	3942	80184	42884	731676	0	0	0	0	0	0
22	1410	41595	1961625	10649	308540	21212	423023	0	0	0	0	0	0
22	1430	12038	354194	627	15777	3526	47987	0	0	0	0	0	0
22	1450	66252	3312124	4518	79347	39746	581842	0	0	0	0	0	0
22	1470	34258	1142430	5161	130008	21414	288772	0	0	0	0	0	0
22	1490	33642	1424336	7229	190524	6163	123805	0	0	0	0	0	0
22	1510	22518	1173571	10489	314750	10993	207756	0	0	0	0	0	0
22	1530	44411	1575094	2110	40540	18523	297484	0	0	0	0	0	0
22	1550	10276	293821	154	2647	4212	50156	0	0	0	0	0	0
22	1570	77016	3787964	19436	453793	26341	532939	0	0	0	0	0	0
22	1590	43084	2817102	12113	320091	12665	286327	0	0	0	0	0	0
22	1610	22609	1532389	282	5459	14736	261653	0	0	0	0	0	0
22	1630	23309	1019696	1160	24941	15187	284242	0	0	0	0	0	0
22	1650	32138	1497067	6188	123186	12444	204591	0	0	0	0	0	0
22	1670	35503	1344681	2700	42834	14449	233700	0	0	0	0	0	0
22	1690	51275	2897835	21058	506509	19444	409356	0	0	0	0	0	0
22	1710	53758	2686037	14319	275361	8646	173686	0	0	0	0	0	0
22	1730	29118	843031	2033	43917	16311	223850	0	0	0	0	0	0
22	1750	30784	973574	3457	54170	10368	144293	0	0	0	0	0	0
22	1770	50952	2890503	5166	97980	26425	442167	0	0	0	0	0	0
22	1790	50272	2654013	19104	460633	11510	217482	0	0	0	0	0	0
22	1810	90317	4402245	36760	940077	10486	193239	0	0	0	0	0	0
22	1830	35687	1759689	17238	436387	12344	237474	0	0	0	0	0	0
22	0	3901080	187635164	929178	22607221	1463318	25653913	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0		
													
23	10	1487	50726	2518	72399	860	15336	0	0	0	0	0	0
23	30	13	331	994	28992	10	101	0	0	0	0	0	0
23	50	35323	1156614	26020	918722	22581	435774	0	0	0	0	0	0
23	70	1941	69690	6909	233203	2264	45669	0	0	0	0	0	0
23	90	5856	171972	3647	98760	688	8903	0	0	0	0	0	0
23	110	6763	227471	8837	298602	921	16186	0	0	0	0	0	0
23	130	10	151	1046	24177	28	250	0	0	0	0	0	0
23	150	24139	960661	16976	582930	17559	321625	0	0	0	0	0	0
23	170	16736	629867	19864	839310	9153	234458	0	0	0	0	0	0
23	190	2978	87527	694	17381	466	4732	0	0	0	0	0	0
23	210	30398	1213867	9012	269460	12286	228282	0	0	0	0	0	0
23	230	36933	1698522	22039	668121	17937	326257	0	0	0	0	0	0
23	250	34223	1297853	23993	790544	25790	480673	0	0	0	0	0	0
23	270	31260	1332998	8690	242292	14089	208108	0	0	0	0	0	0
23	290	4396	158246	3062	101194	1054	17630	0	0	0	0	0	0
23	310	2703	93920	3173	80327	500	7009	0	0	0	0	0	0
23	330	98	1883	9658	280834	2208	35195	0	0	0	0	0	0
23	350	5401	197949	3964	129277	899	18078	0	0	0	0	0	0
23	370	33036	1318373	29996	1209232	28011	579311	0	0	0	0	0	0
23	390	292	8859	113	2438	5	175	0	0	0	0	0	0
23	410	131	4229	5377	150191	253	4169	0	0	0	0	0	0
23	430	31	858	1338	40122	59	799	0	0	0	0	0	0
23	450	32418	1258903	26654	1051150	26133	574058	0	0	0	0	0	0
23	470	3260	99385	2762	83932	550	7274	0	0	0	0	0	0
23	490	28586	1051814	31313	1313919	18848	431828	0	0	0	0	0	0
23	510	7356	245806	5812	188995	644	10731	0	0	0	0	0	0
23	530	2	64	392	10122	4	80	0	0	0	0	0	0
23	550	7811	211837	5663	148114	1342	18045	0	0	0	0	0	0
23	570	41053	1535382	31281	1356208	16142	381482	0	0	0	0	0	0
23	590	43311	1777770	30207	1056151	19834	429852	0	0	0	0	0	0
23	610	12	130	4150	93327	146	1505	0	0	0	0	0	0
23	630	13600	489357	39271	1585616	29833	759897	0	0	0	0	0	0
23	650	28192	1131003	24939	980251	14732	339686	0	0	0	0	0	0
23	670	30320	1146242	26660	1107508	24274	499827	0	0	0	0	0	0
23	690	2774	98342	3606	105827	461	6712	0	0	0	0	0	0
23	710	3	93	1442	45325	25	361	0	0	0	0	0	0
23	730	22547	839183	23061	873410	8513	200983	0	0	0	0	0	0
23	750	31057	1202932	21953	696841	15406	292394	0	0	0	0	0	0
23	770	26918	1081282	15653	511542	19119	329799	0	0	0	0	0	0
23	790	4505	109568	1283	30215	364	3810	0	0	0	0	0	0
23	810	27126	1073095	27578	1001649	17083	311695	0	0	0	0	0	0
23	830	0	0	79	2018	1	4	0	0	0	0	0	0
23	850	3127	85287	1582	44839	311	4562	0	0	0	0	0	0
23	870	22540	793153	32044	1289620	15570	379703	0	0	0	0	0	0
23	890	5716	198082	5520	144699	2270	28638	0	0	0	0	0	0
23	910	68937	2943026	43072	1658932	31744	765325	0	0	0	0	0	0
23	930	21356	839828	20996	762889	12306	262090	0	0	0	0	0	0
23	950	147	5137	598	14615	18	237	0	0	0	0	0	0
23	970	137	3579	2183	60055	320	4556	0	0	0	0	0	0
23	990	23302	922156	24271	918288	16738	425545	0	0	0	0	0	0
23	1010	6808	148825	2567	60669	1324	13388	0	0	0	0	0	0
23	1030	16	478	1236	29926	10	179	0	0	0	0	0	0
23	1050	7437	236496	7624	220108	3031	54910	0	0	0	0	0	0
23	1070	13996	409495	10152	292388	1382	21059	0	0	0	0	0	0
23	1090	286	8966	8264	238528	684	8824	0	0	0	0	0	0
23	1110	13541	471421	10816	420358	1793	44337	0	0	0	0	0	0
23	1130	5950	184572	7084	227538	1602	23306	0	0	0	0	0	0
23	1150	53386	2213977	31465	1185096	30759	754823	0	0	0	0	0	0
23	1170	24198	841327	24694	834325	10032	190143	0	0	0	0	0	0
23	1190	1199	40445	1588	51497	656	13466	0	0	0	0	0	0
23	1210	7768	277629	7045	224763	2724	51651	0	0	0	0	0	0
23	1230	13694	471832	8804	260776	3477	63440	0	0	0	0	0	0
23	1250	23270	798380	23350	811179	8492	185939	0	0	0	0	0	0
23	1270	10955	378168	4586	125274	2119	32639	0	0	0	0	0	0
23	1290	4193	152381	5083	169515	1097	21908	0	0	0	0	0	0
23	1310	8	259	2686	46575	305	2474	0	0	0	0	0	0
23	1330	7637	239619	9473	299108	1294	20725	0	0	0	0	0	0
23	1350	1196	35866	512	13442	65	1036	0	0	0	0	0	0
23	1370	1642	50480	2815	83366	576	7791	0	0	0	0	0	0
23	1390	25774	840957	25720	956217	19388	384634	0	0	0	0	0	0
23	1410	1354	57901	7286	253376	2950	56949	0	0	0	0	0	0
23	1430	342	10223	249	7979	30	535	0	0	0	0	0	0
23	1450	40160	1745980	36262	1542402	24082	594065	0	0	0	0	0	0
23	1470	19547	682593	36373	1276326	25314	635707	0	0	0	0	0	0
23	1490	34345	1413698	8037	216931	17995	264005	0	0	0	0	0	0
23	1510	11974	478926	55700	2206914	34245	830980	0	0	0	0	0	0
23	1530	81	1796	1054	28057	15	129	0	0	0	0	0	0
23	1550	28011	1035050	31808	1267335	23412	524494	0	0	0	0	0	0
23	1570	27242	936590	34601	1461538	25532	669779	0	0	0	0	0	0
23	1590	31382	1121831	9705	276391	9902	167353	0	0	0	0	0	0
23	1610	33751	1260282	34424	1316449	21565	512582	0	0	0	0	0	0
23	1630	19970	747885	12330	428937	7118	181091	0	0	0	0	0	0
23	1650	6239	167868	2521	54761	1015	10671	0	0	0	0	0	0
23	0	1247613	47287199	1127859	41102609	734337	15804411	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0		
													
24	10	30905	984189	149	1923	13775	131974	0	0	0	0	0	0
24	30	45261	2300143	17710	495800	25437	533791	0	0	0	0	0	0
24	50	27267	1317511	19066	703952	24460	462898	0	0	0	0	0	0
24	70	22011	952917	22547	841641	6158	121877	0	0	0	0	0	0
24	90	12198	472372	284	6390	4327	63617	0	0	0	0	0	0
24	110	50434	2573628	19324	536338	29402	589660	0	0	0	0	0	0
24	130	15404	677602	5875	160539	6136	113586	0	0	0	0	0	0
24	150	44641	1312332	125	1634	14068	134255	0	0	0	0	0	0
24	170	50919	2381284	2080	33876	31992	532269	0	0	0	0	0	0
24	190	11762	497101	10124	334592	8969	170467	0	0	0	0	0	0
24	210	49298	2835579	8993	211805	27497	629336	0	0	0	0	0	0
24	230	44688	2483961	4128	92661	27530	596159	0	0	0	0	0	0
24	250	35907	1073404	140	1632	7645	84488	0	0	0	0	0	0
24	270	57760	2765670	411	8008	34348	601174	0	0	0	0	0	0
24	290	19168	900969	16981	640390	15129	341859	0	0	0	0	0	0
24	310	23021	1220929	3962	109658	17055	302341	0	0	0	0	0	0
24	330	43777	2441773	21520	763702	28295	624321	0	0	0	0	0	0
24	350	5184	214651	3207	122294	1950	48163	0	0	0	0	0	0
24	370	93814	4759197	17248	373410	51951	1047815	0	0	0	0	0	0
24	390	42024	2071276	24509	701872	26227	542298	0	0	0	0	0	0
24	410	41011	2006587	7293	179992	22300	417554	0	0	0	0	0	0
24	430	19173	967057	8717	311499	15529	401351	0	0	0	0	0	0
24	450	49101	2616897	539	10695	40090	748416	0	0	0	0	0	0
24	470	59445	2990795	2025	37500	36501	677315	0	0	0	0	0	0
24	490	48152	2265913	2853	57708	32411	644111	0	0	0	0	0	0
24	510	54253	3001813	29619	1096004	24476	624796	0	0	0	0	0	0
24	530	15186	490923	614	12268	5188	69807	0	0	0	0	0	0
24	550	11316	583341	12826	521675	3853	85975	0	0	0	0	0	0
24	570	53138	2938878	1805	36166	32325	626337	0	0	0	0	0	0
24	590	14550	595336	1989	43794	7229	116741	0	0	0	0	0	0
24	610	14871	603518	325	4932	5646	107763	0	0	0	0	0	0
24	630	69331	3958850	24361	740113	43043	913518	0	0	0	0	0	0
24	650	57609	3167693	17754	474028	26651	547655	0	0	0	0	0	0
24	670	9379	395930	5550	173192	5378	97755	0	0	0	0	0	0
24	690	63192	3495644	33852	1177081	31727	769684	0	0	0	0	0	0
24	710	58395	2378078	244	3734	36558	488555	0	0	0	0	0	0
24	730	12146	487919	187	3629	6450	89552	0	0	0	0	0	0
24	750	26289	1383171	14572	526481	24655	523337	0	0	0	0	0	0
24	770	41885	2100635	26210	927886	33254	755129	0	0	0	0	0	0
24	790	10805	380771	295	5651	4343	57899	0	0	0	0	0	0
24	810	8122	333021	5809	193739	5100	104219	0	0	0	0	0	0
24	830	36329	1842518	4553	122346	27518	460469	0	0	0	0	0	0
24	850	4844	171970	3016	99552	1448	31309	0	0	0	0	0	0
24	870	11676	321297	199	3480	852	11472	0	0	0	0	0	0
24	890	48873	2453569	5053	110825	31770	559894	0	0	0	0	0	0
24	910	47868	2370193	12245	260256	21316	454925	0	0	0	0	0	0
24	930	23240	1080720	19921	793745	18453	443709	0	0	0	0	0	0
24	950	23598	1278767	9347	325780	11572	309147	0	0	0	0	0	0
24	970	64796	3285131	6635	159735	34758	706824	0	0	0	0	0	0
24	990	13762	598291	12758	502766	9700	225453	0	0	0	0	0	0
24	1010	50590	2525523	16032	448954	21555	420118	0	0	0	0	0	0
24	1030	24654	1103222	20722	865915	18744	405673	0	0	0	0	0	0
24	1050	11800	452442	1289	33717	5190	75314	0	0	0	0	0	0
24	1070	57253	2872320	28324	772499	32581	610250	0	0	0	0	0	0
24	1090	59951	3281277	7306	153487	38549	902004	0	0	0	0	0	0
24	1110	12071	457131	2532	60087	5230	85124	0	0	0	0	0	0
24	1130	50351	2500881	3789	77168	28679	571610	0	0	0	0	0	0
24	1150	11895	530530	301	5597	6209	103684	0	0	0	0	0	0
24	1170	31687	1479912	9558	277545	18513	315152	0	0	0	0	0	0
24	1190	21284	1031926	1449	34547	12763	218760	0	0	0	0	0	0
24	1210	10834	463766	465	10185	4731	67624	0	0	0	0	0	0
24	1230	24262	1148930	11191	368365	17224	386935	0	0	0	0	0	0
24	1250	57036	2458996	28123	865388	15144	218199	0	0	0	0	0	0
24	1270	17197	771440	359	7547	12652	210606	0	0	0	0	0	0
24	1290	65934	3375495	525	9142	55487	1021113	0	0	0	0	0	0
24	1310	23747	915948	269	4153	7552	85379	0	0	0	0	0	0
24	1330	21231	968885	18133	648215	10893	231239	0	0	0	0	0	0
24	1350	60415	3536036	2828	51828	38730	694796	0	0	0	0	0	0
24	1370	65503	3411880	22542	729261	43616	898662	0	0	0	0	0	0
24	1390	33050	1591740	21246	734036	28262	558411	0	0	0	0	0	0
24	1410	54851	2655840	332	5319	35877	582200	0	0	0	0	0	0
24	1430	47639	2511647	21243	683574	33170	786373	0	0	0	0	0	0
24	1450	21425	769950	265	6210	5550	89613	0	0	0	0	0	0
24	1470	61585	3653202	27202	896893	52926	1176189	0	0	0	0	0	0
24	1490	51742	2631923	21916	499647	29562	639112	0	0	0	0	0	0
24	1510	31782	1571478	26378	1003600	25872	587987	0	0	0	0	0	0
24	1530	12812	659860	8451	310552	7032	160198	0	0	0	0	0	0
24	1550	19761	828733	16512	605525	8461	184317	0	0	0	0	0	0
24	1570	19022	938325	10118	318574	16250	333627	0	0	0	0	0	0
24	1590	44206	2028898	9705	218134	21989	432017	0	0	0	0	0	0
24	1610	62295	3316904	32095	1159632	16940	355208	0	0	0	0	0	0
24	1630	7702	269940	204	4661	2517	32297	0	0	0	0	0	0
24	1650	44780	1922260	750	13442	22920	359454	0	0	0	0	0	0
24	1670	16383	641846	928	21681	8942	148429	0	0	0	0	0	0
24	1690	45597	2470962	25452	1017541	46948	1120112	0	0	0	0	0	0
24	1710	41717	2316760	29000	977103	26408	600878	0	0	0	0	0	0
24	1730	91970	4954350	44022	1469113	42380	1046910	0	0	0	0	0	0
24	1750	44123	2500648	11169	337041	31352	615813	0	0	0	0	0	0
24	0	3167915	156303520	952274	30764247	1859845	37074406	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0		
													
25	10	16285	369585	5754	105683	99	824	0	0	0	0	0	0
25	30	123	3560	3780	73554	170	1269	0	0	0	0	0	0
25	50	7439	269093	42760	1437730	1362	13516	0	0	0	0	0	0
25	70	416	10626	4247	93802	983	12595	0	0	0	0	0	0
25	90	1419	51179	37559	1468418	1207	20951	0	0	0	0	0	0
25	110	25007	1101668	35720	1074790	1308	18216	0	0	0	0	0	0
25	130	7210	212527	6483	206140	1001	13584	0	0	0	0	0	0
25	150	3233	129690	21808	961882	1428	26897	0	0	0	0	0	0
25	170	15722	524561	47392	1397941	288	3124	0	0	0	0	0	0
25	190	4580	157107	59846	1899443	197	1874	0	0	0	0	0	0
25	210	46405	1773981	42610	1227540	1394	17745	0	0	0	0	0	0
25	230	19432	910642	16837	490545	449	5153	0	0	0	0	0	0
25	250	73796	3239482	80888	2478068	1810	25828	0	0	0	0	0	0
25	270	27063	997572	76542	2656731	1970	34520	0	0	0	0	0	0
25	290	182	5418	22647	842024	3876	55581	0	0	0	0	0	0
25	310	559	13320	3542	115901	858	14716	0	0	0	0	0	0
25	330	34430	1175461	51171	1503770	1609	16150	0	0	0	0	0	0
25	350	13683	484979	36348	1018300	1329	16443	0	0	0	0	0	0
25	370	81	2148	1279	34957	33	356	0	0	0	0	0	0
25	390	17539	661595	55436	1993904	891	14921	0	0	0	0	0	0
25	410	157	4342	2917	82672	50	706	0	0	0	0	0	0
25	430	76259	3586389	65856	2053237	1017	13955	0	0	0	0	0	0
25	450	40686	1906435	44820	1350470	239	3126	0	0	0	0	0	0
25	470	20458	765324	22431	650953	957	12810	0	0	0	0	0	0
25	490	32115	1474315	34690	1016236	394	4760	0	0	0	0	0	0
25	510	31	805	728	16747	36	321	0	0	0	0	0	0
25	530	15533	559572	21928	564987	1268	14927	0	0	0	0	0	0
25	550	20408	830011	41923	1281177	1539	24848	0	0	0	0	0	0
25	570	15783	519370	24587	638845	443	4937	0	0	0	0	0	0
25	590	15722	671792	16321	606240	923	15591	0	0	0	0	0	0
25	610	159	5941	28119	1114742	1904	33122	0	0	0	0	0	0
25	630	19442	712998	16318	520036	561	7950	0	0	0	0	0	0
25	650	49590	2191074	48678	1444969	161	1822	0	0	0	0	0	0
25	670	402	13548	9180	296358	42	690	0	0	0	0	0	0
25	690	218	6610	11178	307952	57	506	0	0	0	0	0	0
25	710	1983	73205	46548	1953121	956	17631	0	0	0	0	0	0
25	730	2913	95465	77851	2074814	809	8660	0	0	0	0	0	0
25	750	3457	91236	15890	461413	1281	16127	0	0	0	0	0	0
25	770	19145	531537	7920	156580	274	2643	0	0	0	0	0	0
25	790	4061	152552	7489	263085	305	5222	0	0	0	0	0	0
25	810	19030	663766	37046	934188	847	9939	0	0	0	0	0	0
25	830	4817	147227	28667	817355	1438	20551	0	0	0	0	0	0
25	850	122	3468	2498	63379	28	290	0	0	0	0	0	0
25	870	14847	573380	45528	1703030	401	7248	0	0	0	0	0	0
25	890	6138	233349	19609	713594	459	8367	0	0	0	0	0	0
25	910	12229	500538	13946	465139	1345	18551	0	0	0	0	0	0
25	930	31463	1334645	37848	1361263	4721	67304	0	0	0	0	0	0
25	950	17240	619199	37996	1248773	3213	41804	0	0	0	0	0	0
25	970	9796	296262	34945	801443	560	5173	0	0	0	0	0	0
25	990	206	6032	4924	157110	6	82	0	0	0	0	0	0
25	1010	19656	803141	18089	652533	812	15031	0	0	0	0	0	0
25	1030	19770	845378	16712	530538	412	5024	0	0	0	0	0	0
25	1050	63902	2684739	44874	1084983	1995	29454	0	0	0	0	0	0
25	1070	2004	72077	9694	321693	60	651	0	0	0	0	0	0
25	1090	21259	799124	53866	1691324	3382	36555	0	0	0	0	0	0
25	1110	37808	1500373	49126	1503598	2185	30049	0	0	0	0	0	0
25	1130	730	21717	2564	76854	62	401	0	0	0	0	0	0
25	1150	11877	412960	38922	1215780	1870	29681	0	0	0	0	0	0
25	1170	8076	337593	45270	1819015	833	14853	0	0	0	0	0	0
25	1190	844	24251	16643	483361	34	279	0	0	0	0	0	0
25	1210	25919	1057611	44051	1224795	2878	35027	0	0	0	0	0	0
25	1230	24136	1039346	24730	682828	665	8168	0	0	0	0	0	0
25	1250	28	678	534	14102	12	139	0	0	0	0	0	0
25	1270	32620	1405824	31711	890794	946	13705	0	0	0	0	0	0
25	1290	4890	136324	4855	149407	66	650	0	0	0	0	0	0
25	1310	9178	354810	39203	1332321	1372	25048	0	0	0	0	0	0
25	1330	13610	500169	36905	1161700	880	12785	0	0	0	0	0	0
25	1350	14720	522552	38196	1136912	624	8855	0	0	0	0	0	0
25	1370	22053	592228	17446	449171	341	2963	0	0	0	0	0	0
25	1390	15484	605017	28538	997750	933	14802	0	0	0	0	0	0
25	1410	4879	142497	29140	894395	242	1667	0	0	0	0	0	0
25	0	1122457	44522990	2052097	64514885	69100	969713	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0		
													
31	10	89010	3554845	36751	587719	2348	26711	0	0	0	0	0	0
31	30	62677	2686133	22910	416093	4864	67100	0	0	0	0	0	0
31	50	39154	2226895	34075	994302	913	12478	0	0	0	0	0	0
31	70	31052	1062828	17245	299364	953	8952	0	0	0	0	0	0
31	90	79722	3849449	36624	714729	1520	17527	0	0	0	0	0	0
31	110	119357	7849734	73879	2533601	801	13725	0	0	0	0	0	0
31	130	85563	5249953	55945	2102164	484	8339	0	0	0	0	0	0
31	150	115234	6779483	71185	2404776	1401	25932	0	0	0	0	0	0
31	170	59551	3232987	52438	1735431	341	4761	0	0	0	0	0	0
31	190	85413	4649002	57313	1912477	289	3512	0	0	0	0	0	0
31	210	118193	6801968	75406	2857295	122	2183	0	0	0	0	0	0
31	230	95425	4953792	64599	2044434	663	7150	0	0	0	0	0	0
31	250	122865	7527403	81266	2790234	474	7372	0	0	0	0	0	0
31	270	116182	6235400	63766	1616711	2680	40142	0	0	0	0	0	0
31	290	99141	4073281	29029	470580	9743	101570	0	0	0	0	0	0
31	310	94045	6554484	51864	1756460	1695	37697	0	0	0	0	0	0
31	330	93351	4697096	68211	2351920	869	12373	0	0	0	0	0	0
31	350	110697	6263194	48772	1748167	118	1950	0	0	0	0	0	0
31	370	61823	2882044	57699	1511149	369	3857	0	0	0	0	0	0
31	390	43038	1613342	26891	555670	777	8726	0	0	0	0	0	0
31	410	107503	6564648	74903	2984408	178	3092	0	0	0	0	0	0
31	430	64778	3901996	64909	2282996	549	7569	0	0	0	0	0	0
31	450	112117	7025195	53788	1832948	1639	33608	0	0	0	0	0	0
31	470	134843	6066311	48109	888548	6971	92841	0	0	0	0	0	0
31	490	109341	5481700	46794	946788	5711	72211	0	0	0	0	0	0
31	510	34707	1356462	19460	461374	2442	34895	0	0	0	0	0	0
31	530	41686	1501473	22717	460876	1535	17143	0	0	0	0	0	0
31	550	76235	4607148	58682	1947353	132	1768	0	0	0	0	0	0
31	570	54081	3074110	20720	578524	8644	207405	0	0	0	0	0	0
31	590	67849	3916520	48756	1874639	229	3089	0	0	0	0	0	0
31	610	58644	3552804	50349	1499299	533	7352	0	0	0	0	0	0
31	630	74068	4199852	59198	2440270	298	3716	0	0	0	0	0	0
31	650	83855	4474948	73985	2207863	293	3445	0	0	0	0	0	0
31	670	81870	4300082	61880	1977780	783	8456	0	0	0	0	0	0
31	690	106224	6203210	72276	2462499	384	6364	0	0	0	0	0	0
31	710	124520	5112579	10462	234933	20603	446637	0	0	0	0	0	0
31	730	129019	7203450	72150	2164707	845	14967	0	0	0	0	0	0
31	750	90974	5722311	49070	1619966	230	3979	0	0	0	0	0	0
31	770	98122	4338990	44807	689604	3055	33150	0	0	0	0	0	0
31	790	119037	7166327	88098	3446547	692	13550	0	0	0	0	0	0
31	810	104105	5471357	88390	3502518	102	2091	0	0	0	0	0	0
31	830	102490	5946090	63854	1975279	228	3955	0	0	0	0	0	0
31	850	145934	4960873	23359	420008	24418	454698	0	0	0	0	0	0
31	870	57129	3089014	22822	621261	4782	90328	0	0	0	0	0	0
31	890	47880	2165268	56161	1639132	213	2417	0	0	0	0	0	0
31	910	90605	5419948	69049	2713566	260	5126	0	0	0	0	0	0
31	930	88770	4444014	38072	807172	418	5708	0	0	0	0	0	0
31	950	83300	5084336	48115	1557525	1800	32132	0	0	0	0	0	0
31	970	56165	3565068	35527	1062689	409	5312	0	0	0	0	0	0
31	990	123731	7338908	62930	1896296	4742	91506	0	0	0	0	0	0
31	1010	49724	2399274	25973	644928	3798	59133	0	0	0	0	0	0
31	1030	93958	6040008	46852	1471492	1502	28992	0	0	0	0	0	0
31	1050	67888	4536728	41071	1417455	325	6000	0	0	0	0	0	0
31	1070	85912	4726491	40581	953264	2662	45843	0	0	0	0	0	0
31	1090	183998	9972514	161255	6361104	169	3124	0	0	0	0	0	0
31	1110	41503	1789513	20163	536339	11160	202634	0	0	0	0	0	0
31	1130	104012	6423940	60361	2049826	539	8778	0	0	0	0	0	0
31	1150	57469	3240468	20136	553988	7947	175003	0	0	0	0	0	0
31	1170	37156	1359458	21435	401111	719	7813	0	0	0	0	0	0
31	1190	112366	5929784	84518	3303444	680	11462	0	0	0	0	0	0
31	1210	72588	2799859	27114	535581	6138	88361	0	0	0	0	0	0
31	1230	89840	4853559	41928	1087994	4643	81487	0	0	0	0	0	0
31	1250	75521	3519793	36194	895765	4665	73604	0	0	0	0	0	0
31	1270	99253	6391830	52336	1748812	1284	21739	0	0	0	0	0	0
31	1290	93658	3644544	11721	189821	13763	223288	0	0	0	0	0	0
31	1310	58265	3126328	59363	2113185	943	11258	0	0	0	0	0	0
31	1330	137565	5836725	27388	630935	36272	759672	0	0	0	0	0	0
31	1350	32937	1267427	16680	317544	3789	49325	0	0	0	0	0	0
31	1370	81964	3428743	20104	393533	15353	245432	0	0	0	0	0	0
31	1390	63772	3943593	27414	847051	3184	68853	0	0	0	0	0	0
31	1410	112049	6921334	62385	2408542	298	5440	0	0	0	0	0	0
31	1430	76731	4440428	62096	2473569	94	1600	0	0	0	0	0	0
31	1450	96411	4230798	22170	539142	21532	413610	0	0	0	0	0	0
31	1470	107477	5928388	90535	3452132	598	11364	0	0	0	0	0	0
31	1490	178365	7184648	72968	2165333	3927	63268	0	0	0	0	0	0
31	1510	122386	7177206	91837	3321721	408	7965	0	0	0	0	0	0
31	1530	93609	5268291	39225	1083818	11417	222704	0	0	0	0	0	0
31	1550	198356	8299941	25773	489335	16517	307417	0	0	0	0	0	0
31	1570	92411	5529178	48199	1472536	293	4031	0	0	0	0	0	0
31	1590	54632	2018229	29494	528526	2398	32860	0	0	0	0	0	0
31	1610	118310	6726738	55521	1603567	383	6559	0	0	0	0	0	0
31	1630	70185	4529155	41164	1485946	6459	152543	0	0	0	0	0	0
31	1650	120755	5711143	36538	663711	3191	36593	0	0	0	0	0	0
31	1670	157062	7828471	93398	3207267	951	14005	0	0	0	0	0	0
31	1690	120500	7367456	69182	2344835	1450	27770	0	0	0	0	0	0
31	1710	109800	6979822	60554	1935550	1343	23069	0	0	0	0	0	0
31	1730	76079	2971121	31903	657610	9528	132105	0	0	0	0	0	0
31	1750	51131	2113742	23463	424387	823	10854	0	0	0	0	0	0
31	1770	34241	1413762	19616	512457	3749	61873	0	0	0	0	0	0
31	1790	43704	2121045	19417	455595	8066	155843	0	0	0	0	0	0
31	1810	71834	2923409	28774	654864	9317	171192	0	0	0	0	0	0
31	1830	88160	5409927	39074	1120286	3762	77308	0	0	0	0	0	0
31	1850	45651	1648892	32155	494738	567	6579	0	0	0	0	0	0
31	1870	140048	8435976	105323	4162494	397	7543	0	0	0	0	0	0
31	1890	66763	3680054	57816	2210225	311	4647	0	0	0	0	0	0
31	1910	63720	3320895	69417	1981840	838	10347	0	0	0	0	0	0
31	1930	183971	8186145	51346	1217990	14362	294188	0	0	0	0	0	0
31	1950	56878	3095967	49598	1710289	675	10485	0	0	0	0	0	0
31	1970	118058	7095566	87931	3515967	99	1467	0	0	0	0	0	0
31	0	8899701	469786611	4934719	155348088	367830	6567597	0	0	0	0	0	0
		0	0	0	0	0	0	0	0	0	0		
													
32	10	33398	374537	24275	621970	17769	297301	0	0	0	0	0	0
32	30	22546	159957	26040	636581	23452	386754	0	0	0	0	0	0
32	50	47172	1012740	15534	319906	55853	897801	0	0	0	0	0	0
32	70	2813	15196	4549	64741	135363	2226398	0	0	0	0	0	0
32	90	8267	78715	1135	8640	187702	1535929	0	0	0	0	0	0
32	110	38241	581137	33003	794645	15711	222776	0	0	0	0	0	0
32	130	91295	2217310	25927	646666	65797	1293744	0	0	0	0	0	0
32	150	32553	422698	31870	416931	92433	1350124	0	0	0	0	0	0
32	170	9887	165091	3369	69523	23295	494249	0	0	0	0	0	0
32	190	10910	160953	12294	214658	22431	342342	0	0	9	4	0	0
32	210	49816	880561	24171	493066	86229	1258581	0	0	0	0	0	0
32	230	36517	212824	1328	8756	113020	990412	0	0	0	0	0	0
32	250	90	310	273	2068	75447	493287	0	0	0	0	0	0
32	270	30236	386320	18312	327288	132623	2146488	0	0	0	0	0	0
32	290	23977	272363	18199	315308	136785	1773487	0	0	0	0	0	0
32	310	38756	315108	23137	449413	43680	749765	0	0	0	0	0	0
32	330	471	2156	440	3759	90169	789725	0	0	0	0	0	0
32	350	24871	347326	13343	205104	116046	2239233	0	0	0	0	0	0
32	370	60538	1268751	35490	801116	48830	629323	0	0	0	0	0	0
32	390	3819	50408	513	5213	32797	188697	0	0	0	0	0	0
32	410	6845	57318	28106	524627	205022	3039758	0	0	0	0	0	0
32	430	59967	1579487	12168	282390	27154	453275	0	0	0	0	0	0
32	450	32238	508772	17304	322109	58714	1082916	0	0	0	0	0	0
32	470	2047	6568	307	1940	114852	913657	0	0	0	0	0	0
