state	county	name	var1	var2	var42	var99	var169	var170	var171	var173	var174	var175	var229	var236	var238	var249	var269	var273
32	490	ELK	9034	1166	323095	431708	6460	557	5903	1680	505	1175	34708	7029	7262	0	0	0
32	510	ELLIS	14138	1292	544319	1200233	12586	1031	11555	1692	298	1394	11701	229026	1539	0	0	0
32	530	ELLSWORTH	10379	1159	423193	1144018	9179	553	8626	2216	349	1867	34721	137097	6732	0	0	0
32	550	FINNEY	7674	855	622505	719947	7811	780	7031	1510	397	1113	15019	51020	2031	0	0	0
32	570	FORD	14273	1291	616255	1681795	11574	849	10725	3291	643	2648	16067	291646	8077	0	0	0
32	590	FRANKLIN	21946	2216	312280	826720	8589	575	8014	2046	378	1668	71177	4698	18983	0	0	0
32	610	GEARY	13452	797	228002	583327	3908	134	3774	887	56	831	33978	26832	5285	0	0	0
32	630	GOVE	4748	875	578563	843712	8743	832	7911	1634	547	1087	25385	113903	2454	0	0	0
32	650	GRAHAM	7624	1235	494501	792463	8626	661	7965	2772	430	2342	86494	120736	981	0	0	0
32	670	GRANT	1087	306	229026	339527	3979	612	3367	1110	389	721	13306	26111	269	0	0	0
32	690	GRAY	4711	795	456828	1067380	7658	553	7105	2039	466	1573	20894	159500	2292	0	0	0
32	710	GREELEY	1028	174	73300	200895	2329	411	1918	513	105	408	8637	17353	227	0	0	0
32	730	GREENWOOD	14715	1869	540740	981663	10817	555	10262	2876	634	2242	67907	7697	8259	0	0	0
32	750	HAMILTON	2586	371	213764	189412	4535	579	3956	904	301	603	4520	3519	35	0	0	0
32	770	HARPER	13656	1627	455591	1348876	10391	789	9602	4193	700	3493	49705	179502	22399	0	0	0
32	790	HARVEY	20744	1585	317245	1345097	8010	518	7492	2407	350	2057	45095	114437	28943	0	0	0
32	810	HASKELL	1455	360	245959	338690	4089	378	3711	769	237	532	5663	70635	618	0	0	0
32	830	HODGEMAN	3734	714	498903	962341	8296	747	7549	1488	331	1157	9491	128513	2665	0	0	0
32	850	JACKSON	15495	2393	375570	1179550	10942	689	10253	3081	654	2427	127422	17758	20680	0	0	0
32	870	JEFFERSON	14750	2244	333169	1007350	9490	597	8893	2935	583	2352	91662	21605	20093	0	0	0
32	890	JEWELL	16240	2844	548719	1660497	15736	961	14775	4379	866	3513	180102	69039	26131	0	0	0
32	910	JOHNSON	18314	2586	264280	1045321	7468	380	7088	2334	351	1983	62967	24247	22846	0	0	0
32	930	KEARNY	2617	409	233540	196325	3972	520	3452	858	297	561	7107	10638	318	0	0	0
32	950	KINGMAN	12119	1630	504844	1143150	10177	722	9455	4069	553	3516	46706	186397	17360	0	0	0
32	970	KIOWA	6164	796	435119	990240	6409	549	5860	3133	461	2672	35559	168237	1760	0	0	0
32	990	LABETTE	34047	2416	357414	994874	9104	561	8543	3364	632	2732	49666	54664	43458	0	70	0
32	1010	LANE	2848	502	409133	510340	5796	553	5243	1935	707	1228	9803	96920	1103	0	0	0
32	1030	LEAVENWORTH	38402	1986	250064	838254	6169	320	5849	2785	296	2489	54773	30958	13456	0	0	0
32	1050	LINCOLN	9894	1418	431835	1146419	9618	529	9089	2574	363	2211	49600	127071	7128	0	0	0
32	1070	LINN	13815	2214	346089	665819	9062	721	8341	2538	766	1772	78648	1875	9747	0	0	0
32	1090	LOGAN	3223	582	530105	625722	7510	867	6643	1359	518	841	30295	41477	645	0	0	0
32	1110	LYON	26154	2529	448285	1328200	11372	706	10666	2754	420	2334	89125	22867	15068	0	0	0
32	1130	MCPHERSON	21845	2411	526125	2191444	13472	791	12681	2833	381	2452	66612	215762	31528	0	0	0
32	1150	MARION	22923	2348	520923	1769176	13370	739	12631	1297	265	1032	76728	132646	50583	0	0	0
32	1170	MARSHALL	22730	2691	493267	1983665	13203	584	12619	3027	351	2676	155024	76228	26246	0	0	0
32	1190	MEADE	5542	934	575572	939291	7269	561	6708	2325	382	1943	7176	158091	2386	0	0	0
32	1210	MIAMI/LYKINS	19809	2197	317369	824996	8910	593	8317	2337	526	1811	83277	9281	22477	0	0	0
32	1230	MITCHELL	13886	1753	406948	1359345	10927	778	10149	2664	474	2190	65209	153257	13983	0	0	0
32	1250	MONTGOMERY	49645	2522	360657	876230	8464	370	8094	2365	368	1997	41325	35350	24089	0	627	0
32	1270	MORRIS	12005	1588	383571	1001732	8438	504	7934	1592	301	1291	70692	31633	12377	0	0	0
32	1290	MORTON	3177	321	189321	246380	3342	348	2994	1097	297	800	5788	19999	187	0	0	0
32	1310	NEMAHA	18487	2411	408137	1742581	12343	769	11574	2877	436	2441	157155	17208	20603	0	0	0
32	1330	NEOSHO/DORN	24000	2150	312555	761707	8991	478	8513	2626	453	2173	55137	28944	21634	0	38	0
32	1350	NESS	7490	1080	615081	984945	11182	786	10396	1563	409	1154	17829	194308	7361	0	0	0
32	1370	NORTON	11423	1717	512446	862600	10758	740	10018	3236	541	2695	148484	71366	654	0	0	0
32	1390	OSAGE	18621	2605	417321	1092085	10739	637	10102	2867	681	2186	99818	3578	16029	0	0	0
32	1410	OSBORNE	12441	1691	530157	1319471	11229	720	10509	2712	442	2270	57309	155839	3858	0	0	0
32	1430	OTTAWA	10714	1574	401275	1301592	8568	469	8099	2612	420	2192	51065	129752	12050	0	0	0
32	1450	PAWNEE	9323	1121	459763	1575895	10337	615	9722	3020	577	2443	21385	266519	4196	0	0	0
32	1470	PHILLIPS	12505	2093	535185	1070183	11131	627	10504	3896	580	3316	147297	74739	5558	0	0	0
32	1490	POTTAWATOMIE	16154	1982	441937	1075712	9549	450	9099	2437	394	2043	102028	17630	8767	0	0	0
32	1510	PRATT	12909	1260	423739	1620262	8526	623	7903	3758	425	3333	42614	207029	4338	0	0	0
32	1530	RAWLINS	6799	1132	622924	1324104	11568	996	10572	1954	667	1287	60550	173661	1979	0	0	0
32	1550	RENO	44423	3213	720932	2470310	16618	1180	15438	6418	900	5518	106195	301289	23211	0	0	0
32	1570	REPUBLIC	15855	2459	440475	1733210	12586	695	11891	3193	515	2678	149654	67931	28003	0	0	0
32	1590	RICE	14832	1586	413365	1634224	9619	629	8990	3977	606	3371	59757	184024	11178	0	0	0
32	1610	RILEY	20650	1517	349788	1057810	7043	446	6597	1699	208	1491	70372	26301	12274	0	0	0
32	1630	ROOKS	9966	1591	543804	1075585	9867	513	9354	3096	445	2651	57233	187276	3701	0	0	0
32	1650	RUSH	8360	1227	428375	1243387	10925	647	10278	1930	313	1617	6324	228436	4000	0	0	0
32	1670	RUSSELL	10748	1379	518105	1232288	11878	686	11192	2154	357	1797	20803	196784	6480	0	0	0
32	1690	SALINE	25103	1768	396323	1516630	9053	428	8625	2581	341	2240	49598	150947	8594	0	0	0
32	1710	SCOTT	3121	495	363226	384083	5538	685	4853	861	371	490	13411	49556	1727	0	0	0
32	1730	SEDGWICK	92234	3333	585318	2343568	13986	622	13364	4933	561	4372	84883	209035	49699	0	0	0
32	1750	SEWARD	6220	532	317004	550925	4375	325	4050	1805	225	1580	12992	81477	152	0	0	0
32	1770	SHAWNEE	69159	2480	310535	1252364	8859	426	8433	1932	315	1617	75014	20085	10869	0	0	0
32	1790	SHERIDAN	5484	1085	534774	1117416	9131	852	8279	2315	603	1712	53520	148307	2220	0	0	0
32	1810	SHERMAN	5592	610	426279	685005	6218	551	5667	707	280	427	33457	72809	1566	0	0	0
32	1830	SMITH	14985	2415	546884	1300836	13994	950	13044	4020	730	3290	177347	81636	8325	0	0	0
32	1850	STAFFORD	11559	1415	448211	1487539	8416	811	7605	5068	573	4495	60191	221993	3110	0	0	0
32	1870	STANTON	908	248	166081	178671	3438	409	3029	782	249	533	3179	14866	0	0	0	0
32	1890	STEVENS	3943	729	356009	535280	5828	464	5364	2060	307	1753	10978	48369	80	0	0	0
32	1910	SUMNER	29213	2972	673859	2073177	16047	886	15161	5950	976	4974	101846	220933	51234	0	37	0
32	1930	THOMAS	5517	924	603254	993824	9397	909	8488	1866	547	1319	49365	209525	2292	0	0	0
32	1950	TREGO	5880	978	532052	994010	8848	526	8322	1497	323	1174	25430	172832	4010	0	0	0
32	1970	WABAUNSEE	11424	1574	392469	1000170	7074	383	6691	2163	294	1869	62265	17167	6782	0	0	0
32	1990	WALLACE	2424	369	353411	284940	5398	643	4755	728	275	453	20476	16127	262	0	0	0
32	2010	WASHINGTON	17984	2816	539280	1763564	13100	763	12337	3444	538	2906	137784	80430	28675	0	0	0
32	2030	WICHITA	1856	330	276615	259110	4289	462	3827	462	223	239	16800	21680	417	0	0	0
32	2050	WILSON	21157	1919	318787	794990	7235	328	6907	2204	436	1768	45014	17033	12413	0	13	0
32	2070	WOODSON	8984	1220	233571	422200	5689	212	5477	1510	193	1317	32238	4961	7029	0	0	0
32	2090	WYANDOTTE	122218	1351	61621	397303	1883	32	1851	797	41	756	9373	5064	1360	0	0	0
33	0	MINNESOTA	2387125	188231	30059137	137965971	834680	45827	788853	12601	2509	10092	4594745	1643682	4546661	0	0	0
33	10	AITKIN	15043	2569	300564	789780	5120	210	4910	125	16	109	4975	239	8234	0	0	0
33	30	ANOKA	15626	1575	198649	833118	4469	76	4393	59	0	59	26996	1090	12308	0	0	0
33	50	BECKER	22851	2867	463673	1394860	10504	546	9958	80	14	66	24572	19645	51723	0	0	0
33	70	BELTRAMI	27079	2534	297806	625901	4660	167	4493	122	13	109	5107	567	9821	0	0	0
33	90	BENTON	14073	1593	221801	987555	6152	424	5728	91	7	84	22792	4576	25890	0	0	0
33	110	BIG STONE	9766	1089	290297	1229943	7620	409	7211	207	41	166	50409	51232	42338	0	0	0
33	130	BLUE EARTH	31477	3070	436023	2898393	16465	882	15583	236	97	139	124897	31838	70475	0	0	0
33	150	BROWN	22421	2008	352884	2185317	11523	832	10691	102	46	56	90045	25378	63374	0	0	0
33	170	CARLTON	19391	2287	194270	690554	3700	68	3632	38	1	37	1334	340	7246	0	0	0
33	190	CARVER	16946	2013	211497	2081563	6708	284	6424	42	2	40	32691	16437	24040	0	0	0
33	210	CASS	15897	2143	276645	635009	4741	220	4521	193	22	171	12902	519	12055	0	0	0
33	230	CHIPPEWA	15720	1568	339873	1763932	10313	637	9676	126	36	90	90463	25453	86863	0	0	0
33	250	CHISAGO	14445	2128	229612	1180446	6172	135	6037	69	2	67	22478	4366	24471	0	0	0
33	270	CLAY	21780	2032	538127	2306801	14338	741	13597	152	24	128	33631	65134	96200	0	0	0
33	290	CLEARWATER	8569	1539	223439	722788	3907	169	3738	95	16	79	3511	3348	13219	0	0	0
33	310	COOK	1841	192	23371	59442	185	7	178	6	0	6	9	3	64	0	0	0
33	330	COTTONWOOD	14570	1883	379316	1924316	12575	838	11737	324	93	231	108873	4827	95469	0	0	0
33	350	CROW WING	24566	1452	207004	522879	3771	154	3617	94	17	77	10916	694	13495	0	0	0
33	370	DAKOTA	28967	2298	301476	1633789	9217	399	8818	114	27	87	55549	17127	49922	0	0	0
33	390	DODGE	12552	1736	261431	1503867	9071	487	8584	187	55	132	53641	2545	45470	0	0	0
33	410	DOUGLAS	19039	2625	375604	1754282	10608	459	10149	72	13	59	35181	32527	40808	0	0	0
33	430	FARIBAULT	20998	2455	435182	2508436	15617	1137	14480	302	45	257	127720	10512	99421	0	0	0
33	450	FILLMORE	25330	3287	518495	2395686	17112	1178	15934	175	48	127	84227	3998	92913	0	0	0
33	470	FREEBORN	24692	2731	423441	2355442	14523	766	13757	188	20	168	97941	6396	80239	0	0	0
33	490	GOODHUE	30799	3084	449711	2818190	15033	881	14152	166	43	123	56602	16913	57877	0	0	0
33	510	GRANT	9788	1255	280122	1250839	7430	360	7070	121	11	110	42756	21470	48695	0	0	0
33	530	HENNEPIN	415419	4313	246782	2275870	9720	240	9480	115	21	94	33352	6925	20412	0	0	0
33	550	HOUSTON	14013	1964	330762	1281698	8564	515	8049	93	31	62	35725	3930	40478	0	0	0
33	570	HUBBARD	10136	1442	202488	483043	3572	138	3434	85	7	78	12408	2657	18214	0	0	0
33	590	ISANTI	13278	2097	250506	1045370	5951	93	5858	170	10	160	18762	4027	25664	0	0	0
33	610	ITASCA	23876	2148	229513	659577	3250	90	3160	59	3	56	1631	248	4130	0	0	0
33	630	JACKSON	15955	2076	396650	2064069	13173	818	12355	494	142	352	124728	1475	101949	0	0	0
33	650	KANABEC	9086	1484	177114	651067	4348	217	4131	65	1	64	9146	355	12274	0	0	0
33	670	KANDIYOHI	22060	2353	433747	2259190	12749	667	12082	155	17	138	83734	26719	77179	0	0	0
33	690	KITTSON/PEMBINA	10638	1452	425903	1591845	8438	448	7990	147	4	143	8777	49533	50056	0	0	0
33	710	KOOCHICHING	13520	1474	184512	464696	2004	70	1934	27	4	23	404	281	3588	0	0	0
33	730	LAC QUI PARLE	15554	2056	463724	2278204	13416	616	12800	220	55	165	115013	55691	90010	0	0	0
33	750	LAKE	8251	444	32394	143796	441	4	437	7	0	7	0	46	538	0	0	0
33	770	LAKE OF THE WOODS		945	139146	221072	1341	51	1290	53	3	50	646	435	3044	0	0	0
33	790	LE SUEUR	17870	2263	271345	1527815	9233	493	8740	79	16	63	55424	41722	19508	0	0	0
33	810	LINCOLN	11268	1561	315408	1575283	9666	541	9125	171	36	135	82200	2494	76760	0	0	0
33	830	LYON	18837	1849	410943	2319541	12999	930	12069	270	49	221	126502	12092	107289	0	0	0
33	850	MCLEOD	20444	2464	300319	2414653	10540	518	10022	62	8	54	52664	22624	42806	0	0	0
33	870	MAHNOMEN	6197	770	178231	464259	3573	298	3275	74	9	65	7604	7271	19845	0	0	0
33	890	MARSHALL	19443	2693	703742	1985904	14049	671	13378	302	22	280	18884	85978	83636	0	0	0
33	910	MARTIN	21085	2511	423062	2307141	15579	1085	14494	420	122	298	145617	1469	115128	0	0	0
33	930	MEEKER	18103	2505	358596	2050122	11313	457	10856	121	28	93	64679	29235	50551	0	0	0
33	950	MILLE LACS	14180	1855	170926	796975	4684	157	4527	47	3	44	11169	577	12512	0	0	0
33	970	MORRISON	25841	3163	437514	1371393	10347	660	9687	91	14	77	30178	15384	44259	0	0	0
33	990	MOWER	25993	2501	411089	2162211	13926	894	13032	301	88	213	86214	1657	102330	0	0	0
33	1010	MURRAY	13631	2027	423878	2304115	13933	1063	12870	322	76	246	126565	622	109508	0	0	0
33	1030	NICOLLET	15036	1499	261051	1745392	8454	501	7953	105	19	86	54520	27126	31155	0	0	0
33	1050	NOBLES	17917	2116	428614	1948474	14566	1194	13372	248	57	191	141568	899	121180	0	0	0
33	1070	NORMAN	14880	2106	478709	1740766	12407	630	11777	192	22	170	29062	54271	81630	0	0	0
33	1090	OLMSTED	28014	2378	388568	1793692	13668	1619	12049	162	46	116	73965	6388	62040	0	0	0
33	1110	OTTER TAIL	50818	6601	1077624	4176520	26988	1399	25589	267	53	214	102401	83339	135753	0	0	0
33	1130	PENNINGTON	12091	1184	267133	708555	4769	261	4508	166	15	151	8168	7858	31788	0	0	0
33	1150	PINE	21117	3326	335805	1420825	8287	326	7961	189	36	153	15623	1469	20604	0	0	0
33	1170	PIPESTONE	12050	1208	270544	1010868	8721	462	8259	170	31	139	87735	596	74228	0	0	0
33	1190	POLK	37090	4310	981416	3496527	23145	1233	21912	318	50	268	45230	146143	126686	0	0	0
33	1210	POPE	13631	1789	385892	1459204	9732	502	9230	115	20	95	48090	29217	64750	0	0	0
33	1230	RAMSEY	244554	1106	48611	580450	1984	20	1964	24	1	23	6764	746	3977	0	0	0
33	1250	RED LAKE	7263	918	203390	512980	4412	170	4242	127	7	120	9242	9050	33705	0	0	0
33	1270	REDWOOD	20908	2625	517149	2874298	16707	1040	15667	320	51	269	153286	27325	123688	0	0	0
33	1290	RENVILLE	23634	3016	585320	3266518	17970	1011	16959	211	64	147	148744	45736	119014	0	0	0
33	1310	RICE	28307	2454	293741	1767441	10038	536	9502	86	14	72	55317	22645	35504	0	0	0
33	1330	ROCK	10965	1269	279094	1629831	9388	654	8734	159	65	94	100694	155	80183	0	0	0
33	1350	ROSEAU	13305	2045	442215	991056	6685	311	6374	142	6	136	4133	14806	30081	0	0	0
33	1370	ST LOUIS	206391	6951	545162	2116643	7079	151	6928	67	4	63	790	1283	11336	0	0	0
33	1390	SCOTT	14245	1534	201752	1118490	6415	373	6042	70	24	46	32429	21190	18022	0	0	0
33	1410	SHERBURNE	9651	1354	218490	727148	4687	124	4563	108	29	79	39031	2481	23770	0	0	0
33	1430	SIBLEY	15635	2195	355814	2375847	11394	678	10716	67	27	40	68311	33214	46727	0	0	0
33	1450	STEARNS	55741	4533	763290	3408972	23081	1158	21923	141	18	123	89935	48816	105523	0	0	0
33	1470	STEELE	18061	1997	264061	1918205	9655	437	9218	109	16	93	53999	11068	42760	0	0	0
33	1490	STEVENS	9778	1299	333461	1124858	8993	589	8404	165	26	139	59477	33233	65554	0	0	0
33	1510	SWIFT	15093	1736	426514	1619780	11209	642	10567	136	68	68	84696	29429	97988	0	0	0
33	1530	TODD	26059	3565	475017	1882274	12555	496	12059	179	29	150	46937	12444	52802	0	0	0
33	1550	TRAVERSE	7943	975	290422	1138628	7619	405	7214	108	8	100	56023	52263	55839	0	0	0
33	1570	WABASHA	17919	1810	311664	1913953	9847	693	9154	94	27	67	42088	8354	39889	0	0	0
33	1590	WADENA	10699	1312	197001	489091	4431	217	4214	83	7	76	19420	1975	20448	0	0	0
33	1610	WASECA	14133	1702	246142	1589188	9081	533	8548	181	60	121	56691	20965	37296	0	0	0
33	1630	WASHINGTON	23761	2055	215046	1116721	6751	240	6511	64	12	52	32146	7631	32155	0	0	0
33	1650	WATONWAN	12457	1421	246160	1136823	8898	486	8412	89	27	62	77788	2859	57675	0	0	0
33	1670	WILKIN/TOOMBS	10187	1120	358810	1096645	8913	632	8281	71	17	54	41345	55803	70617	0	0	0
33	1690	WINONA	33653	2165	363212	1958282	10412	608	9804	52	13	39	42577	10375	46666	0	0	0
33	1710	WRIGHT	28685	3955	389771	2127545	13051	525	12526	118	16	102	68102	25764	40828	0	0	0
33	1730	YELLOW MEDICINE	16550	2179	463865	2231444	14345	771	13574	262	46	216	126174	46145	100502	0	0	0
34	0	MISSOURI	3404055	260473	32641893	75955231	708122	42757	665365	371568	50760	320808	6054554	1439448	1162547	1517	476234	0
34	10	ADAIR	21404	2308	296384	689528	8395	639	7756	1840	421	1419	53190	807	12056	0	0	0
34	30	ANDREW	14075	2283	254147	1213554	7730	363	7367	2809	543	2266	78857	7092	10201	0	0	0
34	50	ATCHISON	13008	1536	291188	1363186	7616	341	7275	4445	360	4085	139700	9051	9419	0	0	0
34	70	AUDRAIN	20589	2384	403258	1315412	9340	599	8741	5349	986	4363	122249	15958	44236	0	0	0
34	90	BARRY	23473	3410	352093	489012	7055	334	6721	3079	547	2532	35476	17115	11961	0	28	0
34	110	BARTON	16879	2159	319692	545652	7700	552	7148	3554	641	2913	81399	18783	26528	0	0	0
34	130	BATES	23933	3221	448533	915870	13245	1037	12208	4823	1024	3799	127517	8409	27620	0	0	0
34	150	BENTON	12989	2060	352078	594597	6813	433	6380	2812	533	2279	52449	7553	9409	0	0	0
34	170	BOLLINGER	13909	2196	284021	258454	3949	352	3597	3417	407	3010	29383	5441	3263	0	621	0
34	190	BOONE	29672	3187	387321	1035049	8087	427	7660	6015	823	5192	79226	14607	6628	0	0	0
34	210	BUCHANAN	93684	2411	220731	963129	5932	186	5746	3214	304	2910	54598	28676	7681	0	0	0
34	230	BUTLER	24106	2380	184311	392636	3591	186	3405	3949	264	3685	32354	1424	590	0	19216	0
34	250	CALDWELL	13849	1943	262694	680540	7778	453	7325	2674	559	2115	76068	2723	22296	0	0	0
34	270	CALLAWAY	23007	3015	460145	904944	7656	551	7105	6823	704	6119	74794	17899	10457	0	0	0
34	290	CAMDEN	10474	1680	286058	222831	3861	188	3673	1918	276	1642	25283	1169	342	0	0	0
34	310	CAPE GIRARDEAU	29839	2538	300751	798637	6240	454	5786	4470	663	3807	46783	15054	6001	0	1258	0
34	330	CARROLL	20480	2979	403766	1286288	10418	664	9754	5563	1050	4513	100401	34068	25424	0	0	0
34	350	CARTER	7482	650	83709	78004	1021	65	956	825	59	766	7242	427	403	0	185	0
34	370	CASS/VAN BUREN	21536	2782	371510	975415	11550	1084	10466	4211	972	3239	105327	5260	21177	0	0	0
34	390	CEDAR	13933	2159	258659	386659	6249	399	5850	2552	593	1959	46688	6203	9815	0	0	0
34	410	CHARITON	21769	3373	435725	1206643	11737	813	10924	4820	704	4116	107393	36370	17682	0	0	0
34	430	CHRISTIAN	15252	2414	253198	475294	5394	234	5160	2276	358	1918	36820	13618	13085	0	29	0
34	450	CLARK	11874	1799	270614	831923	7490	488	7002	1552	276	1276	55268	9960	17845	0	0	0
34	470	CLAY	20455	1989	227878	525680	5844	245	5599	2610	476	2134	54955	6279	7189	0	0	0
34	490	CLINTON	14461	1653	230826	713087	4742	168	4574	3140	209	2931	85115	2919	14887	0	0	0
34	510	COLE	24680	1575	219015	739524	3397	119	3278	2333	235	2098	21375	20219	4883	0	0	0
34	530	COOPER	19308	2224	306327	879639	5508	257	5251	5409	455	4954	71018	33478	12394	0	0	0
34	550	CRAWFORD	12355	1782	281367	320390	3230	164	3066	2359	266	2093	17550	3261	1905	0	0	0
34	570	DADE	14173	2196	271411	410885	6016	434	5582	2940	575	2365	50820	17012	21648	0	0	0
34	590	DALLAS	12033	2076	250573	331804	5269	346	4923	1853	305	1548	34454	2845	4560	0	0	0
34	610	DAVIESS	16641	2467	311634	879892	9163	586	8577	3540	668	2872	76045	12605	18022	0	0	0
34	630	DE KALB	11694	1914	246243	1067550	7541	439	7102	2346	519	1827	78078	5346	16605	0	0	0
34	650	DENT	12318	1647	275883	229544	3180	124	3056	2098	294	1804	17647	1728	931	0	0	0
34	670	DOUGLAS	15436	2468	339692	349590	5769	319	5450	2209	269	1940	28103	3153	2665	0	0	0
34	690	DUNKLIN	32773	3436	192568	826908	3294	115	3179	7421	134	7287	52757	1817	439	0	93448	0
34	710	FRANKLIN	28427	3461	447680	1277139	6962	189	6773	4359	253	4106	47110	42583	4427	0	0	0
34	730	GASCONADE	12381	1693	294517	636074	3505	106	3399	2526	170	2356	19351	24567	3867	0	0	0
34	750	GENTRY	15634	2107	281966	701093	8835	682	8153	2515	526	1989	77384	3316	12442	0	0	0
34	770	GREENE	68698	4297	363289	913734	8931	512	8419	3833	611	3222	57330	17580	19209	0	0	0
34	790	GRUNDY	17554	1841	246781	763119	7520	614	6906	1903	397	1506	53637	4336	10031	0	0	0
34	810	HARRISON	19719	3060	434567	1074613	12414	1124	11290	3402	723	2679	104109	4723	24017	0	0	0
34	830	HENRY/RIVES	25116	2792	398394	901272	10803	738	10065	4339	986	3353	101322	8585	29476	0	0	0
34	850	HICKORY	7033	1453	213361	270292	4034	269	3765	1677	437	1240	29011	4904	7822	0	0	0
34	870	HOLT	14084	1720	238558	923465	6385	280	6105	2836	232	2604	93900	16579	8348	0	0	0
34	890	HOWARD	13997	1618	241032	871684	4293	361	3932	4133	451	3682	44894	18842	4447	0	0	0
34	910	HOWELL	21102	2839	362245	408920	5061	244	4817	2505	368	2137	28436	4268	1982	0	4013	0
34	930	IRON	9458	971	102086	135409	1293	47	1246	1277	72	1205	6666	755	644	0	0	0
34	950	JACKSON	367846	3002	255239	1248776	6885	302	6583	2745	321	2424	53213	8432	8595	0	0	0
34	970	JASPER	75941	3034	310871	879840	7449	311	7138	3484	388	3096	52353	50754	27919	0	0	0
34	990	JEFFERSON	26555	2162	304105	581942	3596	85	3511	2610	155	2455	24295	9027	3194	0	0	0
34	1010	JOHNSON	24899	3280	450907	999118	12469	686	11783	4774	816	3958	111919	11084	25007	0	0	0
34	1030	KNOX	10783	1919	302932	757978	8365	528	7837	1984	385	1599	68118	2865	18628	0	0	0
34	1050	LACLEDE	16857	2623	342986	467309	6256	322	5934	2478	478	2000	41292	6276	4774	0	0	0
34	1070	LAFAYETTE	30006	2559	311616	1247040	9171	541	8630	5193	728	4465	83606	42281	13827	0	0	0
34	1090	LAWRENCE	24211	3097	329843	734308	7319	262	7057	3751	578	3173	44475	37610	19382	0	0	0
34	1110	LEWIS	13465	1925	293480	762689	7402	363	7039	2377	454	1923	58426	16198	18150	0	0	0
34	1130	LINCOLN	15956	2279	339095	787926	6948	273	6675	2978	402	2576	52560	29588	11797	790	0	0
34	1150	LINN	24778	2364	362392	883977	9301	449	8852	3005	562	2443	74383	3173	9622	0	0	0
34	1170	LIVINGSTON	18857	2162	289086	769089	8336	549	7787	2896	581	2315	56948	12032	13829	0	0	0
34	1190	MCDONALD	14690	2464	200255	276157	5085	218	4867	2195	216	1979	22780	4349	5735	0	0	0
34	1210	MACON	27518	3743	461661	1052962	11869	668	11201	4111	715	3396	89782	4551	17942	0	0	0
34	1230	MADISON	10721	1059	137377	170795	1639	59	1580	1560	160	1400	11193	2650	1322	0	9	0
34	1250	MARIES	9500	1615	273841	394450	3211	237	2974	2414	361	2053	24085	7984	4060	0	0	0
34	1270	MARION	30226	1581	215856	562539	5407	280	5127	1948	340	1608	39470	20786	10718	0	0	0
34	1290	MERCER	11281	1889	262623	409611	7426	712	6714	1590	320	1270	55991	4406	11167	0	0	0
34	1310	MILLER	15567	2014	312282	426748	4481	224	4257	2352	389	1963	27750	13649	4286	0	0	0
34	1330	MISSISSIPPI	12860	2825	176323	553017	1492	92	1400	6875	120	6755	43745	13702	163	0	54428	0
34	1350	MONITEAU	13532	1909	244547	539243	4738	358	4380	3777	673	3104	42563	27108	12544	0	0	0
34	1370	MONROE	16414	2797	389504	735288	10032	622	9410	3760	865	2895	95983	10876	20516	0	0	0
34	1390	MONTGOMERY	15233	1885	268048	774924	5114	225	4889	3218	410	2808	45617	22246	17433	0	0	0
34	1410	MORGAN	12015	1731	254886	520415	4299	213	4086	2889	462	2427	35397	15266	8363	0	0	0
34	1430	NEW MADRID	25180	4139	236592	712754	3028	326	2702	10153	164	9989	69903	6704	410	0	90114	0
34	1450	NEWTON	24886	3027	277877	598782	7002	245	6757	2151	317	1834	34579	29685	19744	0	0	0
34	1470	NODAWAY	27744	3580	491870	2181675	16854	1305	15549	4097	576	3521	179164	17049	25960	0	0	0
34	1490	OREGON	12889	1986	282433	266246	3213	170	3043	2605	328	2277	26202	3314	1910	0	4796	0
34	1510	OSAGE	13559	1861	321713	557703	3479	148	3331	2928	303	2625	24421	27478	4114	0	0	0
34	1530	OZARK	11125	1690	243804	198950	3471	193	3278	2808	215	2593	19547	2955	1173	0	4555	0
34	1550	PEMISCOT	26634	2974	146117	617624	1493	82	1411	6322	142	6180	29615	151	76	0	83412	0
34	1570	PERRY	14434	2037	267154	739439	4198	225	3973	3327	441	2886	32615	24951	7046	0	154	0
34	1590	PETTIS	35813	2650	368766	895297	8756	457	8299	4288	644	3644	105608	15768	18953	0	0	0
34	1610	PHELPS	14941	1825	287650	272652	3647	163	3484	2253	244	2009	20397	5932	2660	0	0	0
34	1630	PIKE	20345	2539	356944	802681	8372	828	7544	4383	975	3408	77145	25475	13142	0	0	0
34	1650	PLATTE	13996	2117	235744	906978	5339	220	5119	3527	401	3126	51731	40780	8731	0	0	0
34	1670	POLK	20351	3355	376438	588183	8453	531	7922	4010	951	3059	57991	11117	17352	0	0	0
34	1690	PULASKI	10490	1510	207041	208238	3112	170	2942	1571	252	1319	22539	868	293	0	0	0
34	1710	PUTNAM	13115	2125	294520	616269	8313	956	7357	2294	602	1692	47748	1230	11876	0	0	0
34	1730	RALLS	10412	1765	264816	653989	6670	375	6295	2706	536	2170	51012	16666	13838	0	0	0
34	1750	RANDOLPH	27633	2265	271472	697466	7005	343	6662	2737	470	2267	55472	3867	10554	0	0	0
34	1770	RAY	20508	2643	313590	743221	7773	384	7389	4481	665	3816	85215	15711	14470	0	0	0
34	1790	REYNOLDS	10106	1140	159351	189262	1821	72	1749	1788	123	1665	14468	487	428	0	35	0
